id,cell,lang,label,rung,family,role,verdict,rate_warp,source,channel,arm,fps,n_frames,m.dur_s,m.amp,m.vel_rms,m.vel_rms_excess,m.noise_sigma,m.thr_used,m.n_events,m.event_rate,m.prom_median,m.prom_max,m.max_over_median,m.gini,m.cv,m.mean_in_span,fplan.n_f0_peaks,fplan.n_events,fplan.recall,fplan.precision,fplan.events_per_f0,fplan.recall_chance,fplan.recall_excess,fplan.precision_chance,fplan.precision_excess,fplan.hits,fpost.n_f0_peaks,fpost.n_events,fpost.recall,fpost.precision,fpost.events_per_f0,fpost.recall_chance,fpost.recall_excess,fpost.precision_chance,fpost.precision_excess,fpost.hits,coup.r_phrase,coup.lag_phrase,coup.r_tone,coup.lag_tone,coup.r_phrase_rev,coup.r_tone_rev,coup.tone_band_frac,accent_resp_median,fplan.recall_chance_cross,fplan.recall_excess_cross,x.k_praat,x.k_pyin,x.g_ip,x.reg_praat,x.reg_pyin,x.d_rms_speech_db
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_inner,clean,60,154,1.53333,0.096241,0.13928,0.139264,0.000341773,0.0114082,1,0.652174,0.0316928,0.0316928,,,,0.0968433,3,1,0.333333,1,0.333333,0.265,0.0683333,0.795,0.205,1,3,1,0.333333,1,0.333333,0.158333,0.175,0.475,0.525,1,0.313438,-0.05,0.449525,0.0166667,0.525154,0.258286,0.0283457,0.0651691,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_inner,noise,60,154,1.53333,0.0976598,0.148338,0.145626,0.0046588,0.0158561,1,0.652174,0.0322374,0.0322374,,,,0.0971111,3,1,0.333333,1,0.333333,0.265,0.0683333,0.795,0.205,1,3,1,0.333333,1,0.333333,0.158333,0.175,0.475,0.525,1,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_outer,clean,60,154,1.53333,0.0400867,0.0940054,0.0939898,0.000283003,0.00991129,2,1.30435,0.0157305,0.0161885,1.02911,,,0.0120103,3,2,0.666667,1,0.666667,0.456667,0.21,0.7675,0.2325,2,3,2,0.333333,0.5,0.666667,0.3,0.0333333,0.45,0.05,1,0.335471,0.466667,0.358852,0.2,0.706048,0.221098,0.125543,0.0152725,0.5,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_outer,noise,60,154,1.53333,0.0386262,0.0923235,0.0906839,0.00285812,0.0132362,2,1.30435,0.0160259,0.0169591,1.05823,,,0.0124116,3,2,0.666667,1,0.666667,0.453333,0.213333,0.7575,0.2425,2,3,2,0.333333,0.5,0.666667,0.3,0.0333333,0.45,0.05,1,,,,,,,,,0.416667,0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,lid_upper,clean,60,154,1.53333,0.054671,0.126745,0.126742,0.000147636,0.00167384,2,1.30435,0.0147049,0.0205222,1.39561,,,-0.00906887,3,2,0.666667,1,0.666667,0.533333,0.133333,0.8,0.2,2,3,2,0,0,0.666667,0.3,-0.3,0.45,-0.45,0,0.384192,0.466667,0.322754,0.45,0.544656,0.279082,0.0760405,0.00870238,0.75,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,lid_upper,noise,60,154,1.53333,0.0542793,0.126654,0.126612,0.000537162,0.00207559,2,1.30435,0.0144515,0.0202527,1.40143,,,-0.00911977,3,2,0.666667,1,0.666667,0.528333,0.138333,0.7925,0.2075,2,3,2,0,0,0.666667,0.29,-0.29,0.435,-0.435,0,,,,,,,,,0.75,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,jaw,clean,60,154,1.53333,0.276317,0.910387,0.910273,0.00237496,0.0321294,4,2.6087,0.149165,0.232846,1.561,0.19862,0.366199,0.147581,3,4,1,0.75,1.33333,0.768333,0.231667,0.77625,-0.02625,3,3,4,1,0.75,1.33333,0.563333,0.436667,0.4725,0.2775,3,-0.0387018,-0.2,0.270188,0.45,0.0942236,0.370827,0.233762,0.155595,0.833333,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,jaw,noise,60,154,1.53333,0.280773,0.895944,0.8933,0.011348,0.0432549,4,2.6087,0.147436,0.241047,1.63492,0.212608,0.388145,0.147204,3,4,1,0.75,1.33333,0.768333,0.231667,0.77625,-0.02625,3,3,4,1,0.75,1.33333,0.563333,0.436667,0.4725,0.2775,3,,,,,,,,,0.75,0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_inner_net,clean,60,154,1.53333,0.154556,0.414783,0.414684,0.00149343,0.0172364,3,1.95652,0.0611818,0.1356,2.21634,0.360701,0.670974,-0.269597,3,3,0.666667,0.666667,1,0.751667,-0.085,0.798333,-0.131667,2,3,3,0.333333,0.333333,1,0.466667,-0.133333,0.466667,-0.133333,1,,,,,,,,,0.5,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_inner_net,noise,60,154,1.53333,0.151308,0.410502,0.408276,0.00704454,0.0253237,2,1.30435,0.09653,0.132261,1.37015,,,-0.270189,3,2,0.333333,0.5,0.666667,0.51,-0.176667,0.7925,-0.2925,1,3,2,0,0,0.666667,0.3,-0.3,0.45,-0.45,0,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_outer_net,clean,60,154,1.53333,0.177558,0.339982,0.339921,0.00106312,0.017464,2,1.30435,0.0916714,0.118688,1.29471,,,-0.35443,3,2,0.333333,0.5,0.666667,0.506667,-0.173333,0.785,-0.285,1,3,2,0,0,0.666667,0.288333,-0.288333,0.4325,-0.4325,0,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emoface,brow_outer_net,noise,60,154,1.53333,0.174709,0.334827,0.33266,0.00627504,0.0244277,2,1.30435,0.0901676,0.120093,1.33188,,,-0.35378,3,2,0.333333,0.5,0.666667,0.506667,-0.173333,0.7775,-0.2775,1,3,2,0,0,0.666667,0.291667,-0.291667,0.4375,-0.4375,0,,,,,,,,,0.5,-0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_inner,clean,30,78,1.53333,0.0539399,0.144158,0.141814,0.00302139,0.0183262,2,1.30435,0.0359827,0.0508423,1.41296,,,0.0703151,3,2,0.666667,1,0.666667,0.495,0.171667,0.7675,0.2325,2,3,2,0.666667,1,0.666667,0.316667,0.35,0.475,0.525,2,0.827077,-0.0166667,0.245422,0.1,0.85665,0.239339,0.104014,0.0290017,0.666667,0,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_inner,noise,30,78,1.53333,0.0534435,0.145641,0.140417,0.00451026,0.0226895,1,0.652174,0.0494747,0.0494747,,,,0.0705468,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_outer,clean,30,78,1.53333,0.0250374,0.0615398,0.0608221,0.00109331,0.0140768,1,0.652174,0.0234587,0.0234587,,,,0.0165777,3,1,0.333333,1,0.333333,0.278333,0.055,0.835,0.165,1,3,1,0,0,0.333333,0.171667,-0.171667,0.515,-0.515,0,0.86338,-0.05,0.399706,0.0666667,0.869755,0.310591,0.125122,0.0107781,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_outer,noise,30,78,1.53333,0.0257848,0.0672598,0.0658079,0.00162173,0.0159763,1,0.652174,0.0244375,0.0244375,,,,0.0162814,3,1,0.333333,1,0.333333,0.278333,0.055,0.835,0.165,1,3,1,0,0,0.333333,0.171667,-0.171667,0.515,-0.515,0,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,lid_upper,clean,30,78,1.53333,0.118507,0.35082,0.344733,0.00759143,0.0431765,1,0.652174,0.112717,0.112717,,,,0.247435,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,0.774427,-0.1,0.437319,0.133333,0.806321,0.27427,0.159545,0.114569,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,lid_upper,noise,30,78,1.53333,0.114446,0.351637,0.339193,0.0108179,0.0577473,1,0.652174,0.109066,0.109066,,,,0.248334,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,jaw,clean,30,78,1.53333,0.286786,0.973697,0.968985,0.0111626,0.04208,4,2.6087,0.139959,0.232997,1.66475,0.205509,0.374126,0.219712,3,4,0.666667,0.75,1.33333,0.856667,-0.19,0.7875,-0.0375,2,3,4,0.666667,0.75,1.33333,0.598333,0.0683333,0.47875,0.27125,2,0.455565,-0.0333333,0.490392,0.366667,0.40669,0.459351,0.285547,0.184542,0.833333,-0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,jaw,noise,30,78,1.53333,0.285045,0.986079,0.977519,0.0151262,0.0479203,4,2.6087,0.142845,0.235054,1.64552,0.205391,0.372735,0.219715,3,4,0.666667,0.75,1.33333,0.858333,-0.191667,0.7875,-0.0375,2,3,4,0.666667,0.75,1.33333,0.593333,0.0733333,0.475,0.275,2,,,,,,,,,0.75,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_inner_net,clean,30,78,1.53333,0.31748,0.810006,0.804365,0.0111337,0.049989,1,0.652174,0.235964,0.235964,,,,-0.244301,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_inner_net,noise,30,78,1.53333,0.314715,0.797183,0.785877,0.0156088,0.0621414,1,0.652174,0.232803,0.232803,,,,-0.244346,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.5,-0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_outer_net,clean,30,78,1.53333,0.290252,0.728668,0.724166,0.00943611,0.046986,1,0.652174,0.202698,0.202698,,,,-0.298038,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.666667,-0.333333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emotalk,brow_outer_net,noise,30,78,1.53333,0.295153,0.738279,0.731281,0.0118313,0.0523571,1,0.652174,0.200845,0.200845,,,,-0.297425,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,brow_inner,clean,25,64,1.52,0.0444243,0.172522,0.162645,0.00613396,0.0224811,2,1.31579,0.0327824,0.0342608,1.0451,,,0.124565,3,2,0.333333,0.5,0.666667,0.478333,-0.145,0.7975,-0.2975,1,3,2,0.333333,0.5,0.666667,0.3,0.0333333,0.45,0.05,1,0.36073,0.116667,0.21098,-0.0833333,0.489225,0.37141,0.375214,0.0343206,0.333333,0,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,brow_inner,noise,25,64,1.52,0.0451943,0.169769,0.157355,0.00679368,0.0224939,2,1.31579,0.0325992,0.0342562,1.05083,,,0.12487,3,2,0.333333,0.5,0.666667,0.478333,-0.145,0.7975,-0.2975,1,3,2,0.333333,0.5,0.666667,0.3,0.0333333,0.45,0.05,1,,,,,,,,,0.333333,0,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,brow_outer,clean,25,64,1.52,0.015193,0.0585546,0.0566078,0.00159628,0.00700659,3,1.97368,0.00938655,0.00975999,1.03978,0.0561433,0.110533,0.0430365,3,3,0.666667,0.666667,1,0.715,-0.0483333,0.761667,-0.095,2,3,3,0.666667,0.666667,1,0.448333,0.218333,0.448333,0.218333,2,0.657744,0.4,0.240967,0.216667,0.504419,0.30572,0.412884,0.00934996,0.333333,0.333333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,brow_outer,noise,25,64,1.52,0.015226,0.0586759,0.0553924,0.00206322,0.00774984,2,1.31579,0.00946879,0.00952284,1.00571,,,0.0431162,3,2,0.333333,0.5,0.666667,0.49,-0.156667,0.735,-0.235,1,3,2,0.333333,0.5,0.666667,0.281667,0.0516667,0.4225,0.0775,1,,,,,,,,,0.333333,0,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,lid_upper,clean,25,64,1.52,0.0306531,0.0766927,0.0719609,0.00282747,0.0164365,1,0.657895,0.023482,0.023482,,,,0.0811691,3,1,0,0,0.333333,0.26,-0.26,0.78,-0.78,0,3,1,0,0,0.333333,0.133333,-0.133333,0.4,-0.4,0,0.930301,-0.15,0.329428,0.166667,0.89705,0.468133,0.136669,0.0168924,0.5,-0.5,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,lid_upper,noise,25,64,1.52,0.0305537,0.0780305,0.0742011,0.00257404,0.0167004,1,0.657895,0.0234343,0.0234343,,,,0.0810955,3,1,0,0,0.333333,0.26,-0.26,0.78,-0.78,0,3,1,0,0,0.333333,0.133333,-0.133333,0.4,-0.4,0,,,,,,,,,0.5,-0.5,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,jaw,clean,25,64,1.52,0.243143,0.688294,0.676962,0.0132609,0.0674683,3,1.97368,0.0985328,0.219222,2.22487,0.230339,0.46118,1.15429,3,3,0.666667,0.666667,1,0.713333,-0.0466667,0.803333,-0.136667,2,3,3,0,0,1,0.463333,-0.463333,0.463333,-0.463333,0,0.344135,0.466667,0.364694,0.3,0.60486,0.368056,0.170145,0.131472,0.5,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,emote,jaw,noise,25,64,1.52,0.24132,0.682194,0.672993,0.0119045,0.073159,3,1.97368,0.10016,0.217027,2.16681,0.233569,0.461555,1.15309,3,3,0.666667,0.666667,1,0.713333,-0.0466667,0.803333,-0.136667,2,3,3,0,0,1,0.463333,-0.463333,0.463333,-0.463333,0,,,,,,,,,0.25,0.416667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_inner,clean,60,154,1.53333,0.096594,0.209817,0.201154,0.0098446,0.0366537,0,0,,,,,,0.0925786,3,0,0,,0,0,0,,,0,3,0,0,,0,0,0,,,0,0.449107,-0.2,0.272525,0.183333,0.193765,0.223356,0.276917,0.0434386,0.416667,-0.416667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_inner,noise,60,154,1.53333,0.0977999,0.203668,0.194088,0.0101856,0.0391222,0,0,,,,,,0.0928247,3,0,0,,0,0,0,,,0,3,0,0,,0,0,0,,,0,,,,,,,,,0.416667,-0.416667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_outer,clean,60,154,1.53333,0.0815079,0.180796,0.172413,0.00897853,0.0273365,1,0.652174,0.03538,0.03538,,,,0.0755744,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.166667,0.166667,0.5,0.5,1,0.64468,-0.0333333,0.406834,0.0333333,0.657151,0.392263,0.309224,0.0541923,0.5,-0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_outer,noise,60,154,1.53333,0.085158,0.178029,0.169205,0.0091333,0.0288394,1,0.652174,0.0318611,0.0318611,,,,0.0757074,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.168333,0.165,0.505,0.495,1,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,lid_upper,clean,60,154,1.53333,0.0312953,0.0757007,0.0725015,0.00359271,0.0104121,1,0.652174,0.0133676,0.0133676,,,,-0.0118511,3,1,0.333333,1,0.333333,0.271667,0.0616667,0.815,0.185,1,3,1,0,0,0.333333,0.156667,-0.156667,0.47,-0.47,0,0.777468,0.466667,0.418943,0.466667,0.757675,0.362673,0.268592,0.0139869,0.333333,0,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,lid_upper,noise,60,154,1.53333,0.0316686,0.076335,0.0732145,0.0035644,0.0101982,1,0.652174,0.0133066,0.0133066,,,,-0.0118433,3,1,0.333333,1,0.333333,0.271667,0.0616667,0.815,0.185,1,3,1,0,0,0.333333,0.156667,-0.156667,0.47,-0.47,0,,,,,,,,,0.333333,0,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,jaw,clean,60,154,1.53333,0.239922,0.694655,0.692552,0.00891243,0.0370971,4,2.6087,0.104123,0.211784,2.03398,0.263614,0.501662,0.18326,3,4,1,1,1.33333,0.756667,0.243333,0.78625,0.21375,3,3,4,1,0.75,1.33333,0.543333,0.456667,0.47625,0.27375,3,0.111647,0.466667,0.308604,0.166667,0.347969,0.413794,0.25278,0.161192,0.916667,0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,jaw,noise,60,154,1.53333,0.247569,0.693762,0.689222,0.0130738,0.0472857,4,2.6087,0.102283,0.210802,2.06097,0.263397,0.504569,0.182292,3,4,1,1,1.33333,0.756667,0.243333,0.7925,0.2075,3,3,4,1,0.75,1.33333,0.546667,0.453333,0.48125,0.26875,3,,,,,,,,,0.833333,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_inner_net,clean,60,154,1.53333,0.104906,0.257512,0.247778,0.0115712,0.0468255,1,0.652174,0.0890777,0.0890777,,,,-0.336392,3,1,0.333333,1,0.333333,0.265,0.0683333,0.795,0.205,1,3,1,0,0,0.333333,0.155,-0.155,0.465,-0.465,0,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_inner_net,noise,60,154,1.53333,0.105314,0.256914,0.245572,0.012456,0.0498992,1,0.652174,0.0901105,0.0901105,,,,-0.336638,3,1,0.333333,1,0.333333,0.265,0.0683333,0.795,0.205,1,3,1,0,0,0.333333,0.155,-0.155,0.465,-0.465,0,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_outer_net,clean,60,154,1.53333,0.0800817,0.182636,0.174824,0.00871924,0.0357043,1,0.652174,0.0650664,0.0650664,,,,-0.353396,3,1,0.333333,1,0.333333,0.266667,0.0666667,0.8,0.2,1,3,1,0,0,0.333333,0.16,-0.16,0.48,-0.48,0,,,,,,,,,0.583333,-0.25,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk,brow_outer_net,noise,60,154,1.53333,0.0788266,0.183934,0.170753,0.0112816,0.0423602,1,0.652174,0.0667082,0.0667082,,,,-0.352864,3,1,0.333333,1,0.333333,0.266667,0.0666667,0.8,0.2,1,3,1,0,0,0.333333,0.16,-0.16,0.48,-0.48,0,,,,,,,,,0.25,0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,f0_follower,brow_inner,clean,60,154,1.53333,6.85191,13.2414,13.2413,0.00997141,0.545342,2,1.30435,3.71736,6.79187,1.82707,,,2.02213,3,2,0.666667,1,0.666667,0.5,0.166667,0.75,0.25,2,3,2,0.666667,1,0.666667,0.313333,0.353333,0.47,0.53,2,0.973024,-0.0333333,0.230028,0.0166667,0.934032,0.0791818,0.0104543,2.27426,0.5,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,f0_follower,brow_inner,noise,60,154,1.53333,6.99536,13.4111,13.3557,0.200883,0.767961,1,0.652174,6.93028,6.93028,,,,2.0258,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.168333,0.165,0.505,0.495,1,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,f0_follower,brow_outer,clean,60,154,1.53333,6.85191,13.2414,13.2413,0.00997141,0.545342,2,1.30435,3.71736,6.79187,1.82707,,,2.02213,3,2,0.666667,1,0.666667,0.5,0.166667,0.75,0.25,2,3,2,0.666667,1,0.666667,0.313333,0.353333,0.47,0.53,2,0.973024,-0.0333333,0.230028,0.0166667,0.934032,0.0791818,0.0104543,2.27426,0.5,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,f0_follower,brow_outer,noise,60,154,1.53333,6.92235,13.2809,13.2261,0.198884,0.797048,1,0.652174,6.71207,6.71207,,,,1.99107,3,1,0.333333,1,0.333333,0.27,0.0633333,0.81,0.19,1,3,1,0.333333,1,0.333333,0.17,0.163333,0.51,0.49,1,,,,,,,,,0.416667,-0.0833333,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,energy_follower,brow_inner,clean,60,154,1.53333,12.8556,44.4255,44.4175,0.139002,1.62059,3,1.95652,4.61741,9.6631,2.09275,0.225037,0.443276,19.4495,3,3,1,1,1,0.735,0.265,0.781667,0.218333,3,3,3,0.666667,0.666667,1,0.468333,0.198333,0.468333,0.198333,2,0.853991,0.166667,0.468183,0.0333333,0.90638,0.41016,0.235413,7.21401,0.833333,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,energy_follower,brow_inner,noise,60,154,1.53333,12.5047,43.9376,43.7423,0.682866,2.36712,3,1.95652,4.4461,11.8286,2.66045,0.260123,0.535007,19.5091,3,3,1,1,1,0.73,0.27,0.776667,0.223333,3,3,3,0.666667,0.666667,1,0.461667,0.205,0.461667,0.205,2,,,,,,,,,0.833333,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,energy_follower,brow_outer,clean,60,154,1.53333,12.8556,44.4255,44.4175,0.139002,1.62059,3,1.95652,4.61741,9.6631,2.09275,0.225037,0.443276,19.4495,3,3,1,1,1,0.735,0.265,0.781667,0.218333,3,3,3,0.666667,0.666667,1,0.468333,0.198333,0.468333,0.198333,2,0.853991,0.166667,0.468183,0.0333333,0.90638,0.41016,0.235413,7.21401,0.833333,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,energy_follower,brow_outer,noise,60,154,1.53333,13.2237,45.2961,45.2152,0.44642,2.28972,3,1.95652,4.56983,10.1425,2.21944,0.224182,0.45187,19.4266,3,3,1,1,1,0.735,0.265,0.781667,0.218333,3,3,3,0.666667,0.666667,1,0.468333,0.198333,0.468333,0.198333,2,,,,,,,,,0.833333,0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__c100,cn_esd0002_short3_ang,cn,ang,c100,null,null,ok,1,medtalk_st,intensity,clean,60,154,1.53333,0.0905988,0.282214,0.280515,0.00510199,0.023086,3,1.95652,0.0401526,0.0402162,1.00159,0.0824884,0.174566,0.554332,3,3,0.666667,0.666667,1,0.671667,-0.005,0.8,-0.133333,2,3,3,0.333333,0.333333,1,0.448333,-0.115,0.485,-0.151667,1,,,,,,,,,0.833333,-0.166667,1,1,1,0,0,0
cn_esd0002_short3_ang__src,cn_esd0002_short3_ang,cn,ang,src,source,reference,reference,1,emoface,brow_inner,clean,60,154,1.53333,0.0917956,0.136457,0.136441,0.000346899,0.0114082,1,0.652174,0.0328416,0.0328416,,,,0.0966506,3,1,0.333333,1,0.333333,0.258333,0.075,0.775,0.225,1,3,1,0.333333,1,0.333333,0.143333,0.19,0.43,0.57,1,0.386219,-0.133333,0.362545,0.0166667,0.545154,0.181256,0.0340881,0.0646687,0.333333,0,1.047,0.902,0.99,-0.024,0,-0
cn_esd0002_short3_ang__src,cn_esd0002_short3_ang,cn,ang,src,source,reference,reference,1,emoface,brow_inner,noise,60,154,1.53333,0.0944253,0.133588,0.13236,0.00298142,0.0158561,1,0.652174,0.031218,0.031218,,,,0.0971097,3,1,0.333333,1,0.333333,0.268333,0.065,0.805,0.195,1,3,1,0.333333,1,0.333333,0.151667,0.181667,0.455,0.545,1,,,,,,,,,0.25,0.0833333,1.047,0.902,0.99,-0.024,0,-0
