id,cell,lang,label,rung,family,role,verdict,rate_warp,source,channel,arm,fps,n_frames,m.dur_s,m.amp,m.vel_rms,m.vel_rms_excess,m.noise_sigma,m.thr_used,m.n_events,m.event_rate,m.prom_median,m.prom_max,m.max_over_median,m.gini,m.cv,m.mean_in_span,fplan.n_f0_peaks,fplan.n_events,fplan.recall,fplan.precision,fplan.events_per_f0,fplan.recall_chance,fplan.recall_excess,fplan.precision_chance,fplan.precision_excess,fplan.hits,fpost.n_f0_peaks,fpost.n_events,fpost.recall,fpost.precision,fpost.events_per_f0,fpost.recall_chance,fpost.recall_excess,fpost.precision_chance,fpost.precision_excess,fpost.hits,coup.r_phrase,coup.lag_phrase,coup.r_tone,coup.lag_tone,coup.r_phrase_rev,coup.r_tone_rev,coup.tone_band_frac,accent_resp_median,fplan.recall_chance_cross,fplan.recall_excess_cross,x.k_praat,x.k_pyin,x.g_ip,x.reg_praat,x.reg_pyin,x.d_rms_speech_db
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_inner,clean,60,152,1.53333,0.118433,0.229487,0.225623,0.00691927,0.0366537,1,0.652174,0.0575858,0.0575858,,,,0.529868,3,1,0.333333,1,0.333333,0.316667,0.0166667,0.905,0.095,1,3,1,0,0,0.333333,0.18,-0.18,0.54,-0.54,0,0.578095,0.316667,0.156057,0.35,0.700044,0.397755,0.223252,0.101181,0.416667,-0.0833333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_inner,noise,60,152,1.53333,0.120147,0.224903,0.218252,0.00895786,0.0391222,1,0.652174,0.0589697,0.0589697,,,,0.530628,3,1,0.333333,1,0.333333,0.316667,0.0166667,0.905,0.095,1,3,1,0,0,0.333333,0.18,-0.18,0.54,-0.54,0,,,,,,,,,0.416667,-0.0833333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_outer,clean,60,152,1.53333,0.0956503,0.165209,0.159371,0.00718199,0.0273365,1,0.652174,0.0396664,0.0396664,,,,0.155045,3,1,0.333333,1,0.333333,0.311667,0.0216667,0.92,0.08,1,3,1,0,0,0.333333,0.171667,-0.171667,0.515,-0.515,0,0.539589,0.383333,0.299139,0.35,0.573851,0.296433,0.163245,0.0617333,0.666667,-0.333333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_outer,noise,60,152,1.53333,0.0965593,0.16644,0.160656,0.0071767,0.0288394,1,0.652174,0.0382576,0.0382576,,,,0.154697,3,1,0.333333,1,0.333333,0.318333,0.015,0.93,0.07,1,3,1,0.333333,1,0.333333,0.18,0.153333,0.54,0.46,1,,,,,,,,,0.666667,-0.333333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,lid_upper,clean,60,152,1.53333,0.0178146,0.0561961,0.0549396,0.00194979,0.0104121,1,0.652174,0.0121414,0.0121414,,,,0.00597919,3,1,0.666667,1,0.333333,0.31,0.356667,0.91,0.09,2,3,1,0.333333,1,0.333333,0.175,0.158333,0.525,0.475,1,0.846601,-0.15,0.387484,-0.183333,0.737979,0.401813,0.476362,0.00990695,0.416667,0.25,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,lid_upper,noise,60,152,1.53333,0.0176292,0.0563724,0.0548918,0.00211771,0.0101982,1,0.652174,0.0120308,0.0120308,,,,0.00598844,3,1,0.666667,1,0.333333,0.31,0.356667,0.91,0.09,2,3,1,0.333333,1,0.333333,0.175,0.158333,0.525,0.475,1,,,,,,,,,0.5,0.166667,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,jaw,clean,60,152,1.53333,0.226175,0.634364,0.632413,0.0082027,0.0370971,4,2.6087,0.0878684,0.190655,2.16978,0.336821,0.628963,0.189658,3,4,0.666667,1,1.33333,0.813333,-0.146667,0.92625,0.07375,2,3,4,0.666667,0.5,1.33333,0.643333,0.0233333,0.55625,-0.05625,2,0.513849,0.383333,0.269446,0,0.322771,0.749509,0.197673,0.155729,0.916667,-0.25,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,jaw,noise,60,152,1.53333,0.225867,0.639467,0.635597,0.0115904,0.0472857,2,1.30435,0.16374,0.192124,1.17335,,,0.190651,3,2,0.333333,1,0.666667,0.521667,-0.188333,0.9225,0.0775,1,3,2,0.333333,0.5,0.666667,0.37,-0.0366667,0.555,-0.055,1,,,,,,,,,0.833333,-0.5,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_inner_net,clean,60,152,1.53333,0.119359,0.253311,0.246983,0.00928379,0.0468255,0,0,,,,,,0.513194,3,0,0,,0,0,0,,,0,3,0,0,,0,0,0,,,0,,,,,,,,,0.5,-0.5,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_inner_net,noise,60,152,1.53333,0.116421,0.248323,0.240105,0.010454,0.0498992,0,0,,,,,,0.513165,3,0,0,,0,0,0,,,0,3,0,0,,0,0,0,,,0,,,,,,,,,0.5,-0.5,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_outer_net,clean,60,152,1.53333,0.112496,0.262315,0.257052,0.00862637,0.0357043,2,1.30435,0.0391452,0.0412686,1.05424,,,0.138371,3,2,0.666667,1,0.666667,0.64,0.0266667,0.9375,0.0625,2,3,2,0.666667,1,0.666667,0.351667,0.315,0.5275,0.4725,2,,,,,,,,,0.5,0.166667,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk,brow_outer_net,noise,60,152,1.53333,0.116027,0.271296,0.267286,0.00766797,0.0423602,0,0,,,,,,0.13848,3,0,0,,0,0,0,,,0,3,0,0,,0,0,0,,,0,,,,,,,,,0.416667,-0.416667,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,f0_follower,brow_inner,clean,60,152,1.53333,10.0398,24.4341,24.4334,0.0296009,0.545342,2,1.30435,7.16897,9.3268,1.301,,,4.07441,3,2,0.666667,1,0.666667,0.623333,0.0433333,0.9175,0.0825,2,3,2,0.333333,0.5,0.666667,0.353333,-0.02,0.53,-0.03,1,0.947795,0,0.562462,-0.0166667,0.827976,0.393335,0.0270318,5.01079,0.583333,0.0833333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,f0_follower,brow_inner,noise,60,152,1.53333,10.0853,24.2983,24.2703,0.19229,0.767961,2,1.30435,7.15084,9.19385,1.2857,,,4.07413,3,2,0.666667,1,0.666667,0.623333,0.0433333,0.9175,0.0825,2,3,2,0.333333,0.5,0.666667,0.353333,-0.02,0.53,-0.03,1,,,,,,,,,0.583333,0.0833333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,f0_follower,brow_outer,clean,60,152,1.53333,10.0398,24.4341,24.4334,0.0296009,0.545342,2,1.30435,7.16897,9.3268,1.301,,,4.07441,3,2,0.666667,1,0.666667,0.623333,0.0433333,0.9175,0.0825,2,3,2,0.333333,0.5,0.666667,0.353333,-0.02,0.53,-0.03,1,0.947795,0,0.562462,-0.0166667,0.827976,0.393335,0.0270318,5.01079,0.583333,0.0833333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,f0_follower,brow_outer,noise,60,152,1.53333,10.1348,24.4393,24.4155,0.17789,0.797048,2,1.30435,7.16958,9.31683,1.29949,,,4.09432,3,2,0.666667,1,0.666667,0.62,0.0466667,0.9125,0.0875,2,3,2,0.666667,1,0.666667,0.358333,0.308333,0.5375,0.4625,2,,,,,,,,,0.583333,0.0833333,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,energy_follower,brow_inner,clean,60,152,1.53333,14.7792,68.6555,68.6484,0.163034,1.62059,3,1.95652,11.7348,12.617,1.07517,0.184284,0.371266,24.8131,3,3,0.666667,0.666667,1,0.805,-0.138333,0.92,-0.253333,2,3,3,0.666667,0.666667,1,0.558333,0.108333,0.558333,0.108333,2,0.389342,0.15,0.314312,0.1,0.716809,0.745009,0.263101,12.617,0.916667,-0.25,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,energy_follower,brow_inner,noise,60,152,1.53333,15.0497,69.4519,69.2896,0.783022,2.36712,3,1.95652,12.1476,12.8969,1.06169,0.177308,0.359753,24.7868,3,3,0.666667,0.666667,1,0.81,-0.143333,0.923333,-0.256667,2,3,3,0.666667,0.666667,1,0.555,0.111667,0.555,0.111667,2,,,,,,,,,0.916667,-0.25,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,energy_follower,brow_outer,clean,60,152,1.53333,14.7792,68.6555,68.6484,0.163034,1.62059,3,1.95652,11.7348,12.617,1.07517,0.184284,0.371266,24.8131,3,3,0.666667,0.666667,1,0.805,-0.138333,0.92,-0.253333,2,3,3,0.666667,0.666667,1,0.558333,0.108333,0.558333,0.108333,2,0.389342,0.15,0.314312,0.1,0.716809,0.745009,0.263101,12.617,0.916667,-0.25,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,energy_follower,brow_outer,noise,60,152,1.53333,14.834,69.0551,68.934,0.674359,2.28972,3,1.95652,11.7224,12.5749,1.07272,0.193453,0.390993,24.8446,3,3,0.666667,0.666667,1,0.821667,-0.155,0.92,-0.253333,2,3,3,0.666667,0.666667,1,0.565,0.101667,0.565,0.101667,2,,,,,,,,,0.833333,-0.166667,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_hap__effort,cn_esd0002_short3_hap,cn,hap,effort,effort,rung,warn,0.9,medtalk_st,intensity,clean,60,152,1.53333,0.261377,0.81843,0.81728,0.00715667,0.023086,4,2.6087,0.0577724,0.216985,3.75586,0.425822,0.843805,0.506757,3,4,1,1,1.33333,0.941667,0.0583333,0.9175,0.0825,3,3,4,1,0.75,1.33333,0.71,0.29,0.54875,0.20125,3,,,,,,,,,0.75,0.25,1.006,0.95,1.081,4.736,4.7,7
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_inner,clean,60,224,2.78333,0.113667,0.225944,0.225935,0.000343397,0.0114082,3,1.07784,0.023955,0.0340515,1.42147,0.0953081,0.19095,0.966681,5,3,0.6,1,0.6,0.538,0.062,0.865,0.135,3,5,3,0.6,1,0.6,0.316,0.284,0.526667,0.473333,3,0.135274,-0.15,0.251486,-0.116667,0.0552302,0.292225,0.0196497,0.0389881,0.2,0.4,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_inner,noise,60,224,2.78333,0.120397,0.224446,0.222925,0.00430368,0.0158561,3,1.07784,0.0236432,0.0339495,1.43591,0.0969704,0.19509,0.966355,5,3,0.6,1,0.6,0.539,0.061,0.868333,0.131667,3,5,3,0.6,1,0.6,0.319,0.281,0.531667,0.468333,3,,,,,,,,,0.2,0.4,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_outer,clean,60,224,2.78333,0.108563,0.217819,0.217812,0.000294305,0.00991129,5,1.79641,0.0500352,0.0891496,1.78174,0.295899,0.528185,0.0371826,5,5,0.8,0.8,1,0.73,0.07,0.86,-0.06,4,5,5,0.6,0.6,1,0.504,0.096,0.521,0.079,3,0.322588,0.0333333,0.249013,0.0333333,0.555788,0.154417,0.0595281,0.0481459,0.45,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_outer,noise,60,224,2.78333,0.108558,0.216991,0.216039,0.00334952,0.0132362,4,1.43713,0.0564197,0.0903343,1.60111,0.1913,0.352434,0.0373605,5,4,0.8,1,0.8,0.63,0.17,0.85875,0.14125,4,5,4,0.6,0.75,0.8,0.403,0.197,0.515,0.235,3,,,,,,,,,0.35,0.45,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,lid_upper,clean,60,224,2.78333,0.0130962,0.0380064,0.0379992,0.000122039,0.00167384,6,2.15569,0.00535247,0.00984345,1.83905,0.240843,0.430958,0.00403535,5,6,1,0.833333,1.2,0.871,0.129,0.845,-0.0116667,5,5,6,0.4,0.333333,1.2,0.604,-0.204,0.52,-0.186667,2,0.186328,-0.15,0.219801,-0.0333333,0.661768,0.255468,0.167317,0.00704112,0.5,0.5,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,lid_upper,noise,60,224,2.78333,0.0128037,0.0382309,0.038086,0.000548727,0.00207559,6,2.15569,0.00528114,0.00971499,1.83956,0.242617,0.432907,0.00403627,5,6,1,0.833333,1.2,0.861,0.139,0.8425,-0.00916667,5,5,6,0.4,0.333333,1.2,0.601,-0.201,0.5175,-0.184167,2,,,,,,,,,0.5,0.5,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,jaw,clean,60,224,2.78333,0.268917,0.591619,0.591583,0.0010697,0.0321294,5,1.79641,0.101207,0.311476,3.0776,0.353594,0.736066,0.142771,5,5,0.8,0.8,1,0.763,0.037,0.873,-0.073,4,5,5,0.8,0.8,1,0.518,0.282,0.531,0.269,4,-0.302327,0.0666667,0.20623,0.1,0.227634,0.152793,0.0772065,0.102551,0.55,0.25,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,jaw,noise,60,224,2.78333,0.278946,0.582336,0.579543,0.00939801,0.0432549,4,1.43713,0.105248,0.308294,2.92922,0.278128,0.599899,0.141637,5,4,0.6,0.75,0.8,0.601,-0.001,0.88,-0.13,3,5,4,0.6,0.75,0.8,0.407,0.193,0.535,0.215,3,,,,,,,,,0.55,0.05,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_inner_net,clean,60,224,2.78333,0.357244,0.660818,0.660779,0.0011874,0.0172364,4,1.43713,0.137512,0.199782,1.45283,0.194352,0.358194,0.806809,5,4,0.6,0.75,0.8,0.632,-0.032,0.8725,-0.1225,3,5,4,0.6,0.75,0.8,0.404,0.196,0.51125,0.23875,3,,,,,,,,,0.3,0.3,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_inner_net,noise,60,224,2.78333,0.356086,0.661701,0.660591,0.00631912,0.0253237,4,1.43713,0.138398,0.200293,1.44723,0.196814,0.365315,0.807062,5,4,0.6,0.75,0.8,0.632,-0.032,0.8725,-0.1225,3,5,4,0.6,0.75,0.8,0.404,0.196,0.51125,0.23875,3,,,,,,,,,0.25,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_outer_net,clean,60,224,2.78333,0.274469,0.687768,0.68772,0.00134227,0.017464,5,1.79641,0.11431,0.159325,1.39381,0.172394,0.319039,-0.122689,5,5,0.8,0.8,1,0.78,0.02,0.865,-0.065,4,5,5,0.6,0.6,1,0.51,0.09,0.51,0.09,3,,,,,,,,,0.45,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emoface,brow_outer_net,noise,60,224,2.78333,0.275513,0.689658,0.6888,0.00567467,0.0244277,5,1.79641,0.116007,0.164415,1.41728,0.177209,0.323081,-0.122561,5,5,0.8,0.8,1,0.779,0.021,0.863,-0.063,4,5,5,0.6,0.6,1,0.508,0.092,0.508,0.092,3,,,,,,,,,0.35,0.45,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_inner,clean,30,113,2.8,0.197993,0.530357,0.527384,0.00654281,0.0183262,5,1.78571,0.131222,0.190778,1.45386,0.299146,0.54101,0.139681,5,5,0.6,0.6,1,0.772,-0.172,0.852,-0.252,3,5,5,0.4,0.4,1,0.52,-0.12,0.52,-0.12,2,0.450218,0.15,0.22239,0.116667,-0.376683,0.278124,0.0962174,0.139523,0.35,0.25,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_inner,noise,30,113,2.8,0.19978,0.529,0.523692,0.00872208,0.0226895,5,1.78571,0.131276,0.188895,1.43892,0.297938,0.538768,0.139519,5,5,0.6,0.6,1,0.772,-0.172,0.852,-0.252,3,5,5,0.4,0.4,1,0.52,-0.12,0.52,-0.12,2,,,,,,,,,0.25,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_outer,clean,30,113,2.8,0.185109,0.528973,0.52455,0.00796434,0.0140768,6,2.14286,0.0876854,0.173009,1.97307,0.320924,0.579276,0.0775942,5,6,0.8,0.666667,1.2,0.909,-0.109,0.858333,-0.191667,4,5,6,0.6,0.5,1.2,0.63,-0.03,0.525,-0.025,3,0.476788,0.15,0.196021,0.116667,-0.264263,0.288641,0.112792,0.129873,0.25,0.55,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_outer,noise,30,113,2.8,0.18561,0.527298,0.522318,0.008435,0.0159763,6,2.14286,0.0864976,0.173451,2.00527,0.319134,0.577935,0.0778819,5,6,0.8,0.666667,1.2,0.909,-0.109,0.858333,-0.191667,4,5,6,0.6,0.5,1.2,0.63,-0.03,0.525,-0.025,3,,,,,,,,,0.25,0.55,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,lid_upper,clean,30,113,2.8,0.670056,1.68741,1.68234,0.015246,0.0431765,5,1.78571,0.173461,0.306696,1.7681,0.268343,0.491786,-0.0116676,5,5,0.6,0.8,1,0.786,-0.186,0.87,-0.07,3,5,5,0.6,0.6,1,0.526,0.074,0.526,0.074,3,0.257831,0.15,0.110006,0.0833333,-0.0915893,0.0572649,0.134407,0.295253,0.25,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,lid_upper,noise,30,113,2.8,0.67499,1.70024,1.69362,0.0174918,0.0577473,5,1.78571,0.172099,0.307208,1.78506,0.26468,0.482481,-0.0128772,5,5,0.6,0.8,1,0.786,-0.186,0.87,-0.07,3,5,5,0.6,0.6,1,0.526,0.074,0.526,0.074,3,,,,,,,,,0.25,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,jaw,clean,30,113,2.8,0.179276,0.577246,0.575046,0.00587532,0.04208,4,1.42857,0.127744,0.189236,1.48136,0.155227,0.282389,0.10903,5,4,0.6,0.75,0.8,0.618,-0.018,0.875,-0.125,3,5,4,0.6,0.75,0.8,0.412,0.188,0.54,0.21,3,0.28404,0.15,0.469384,-0.133333,-0.072843,0.447049,0.169304,0.118386,0.6,0,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,jaw,noise,30,113,2.8,0.177656,0.576641,0.570589,0.00972138,0.0479203,4,1.42857,0.126934,0.187895,1.48025,0.149213,0.271383,0.108481,5,4,0.6,0.75,0.8,0.618,-0.018,0.875,-0.125,3,5,4,0.6,0.75,0.8,0.412,0.188,0.54,0.21,3,,,,,,,,,0.55,0.05,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_inner_net,clean,30,113,2.8,0.358329,0.927568,0.91778,0.0156805,0.049989,4,1.42857,0.227791,0.353304,1.551,0.144442,0.277212,-0.226068,5,4,0.4,0.5,0.8,0.655,-0.255,0.85375,-0.35375,2,5,4,0.4,0.5,0.8,0.425,-0.025,0.53125,-0.03125,2,,,,,,,,,0.35,0.05,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_inner_net,noise,30,113,2.8,0.357984,0.939543,0.92689,0.01793,0.0621414,4,1.42857,0.231558,0.35681,1.54091,0.141857,0.271903,-0.226441,5,4,0.4,0.5,0.8,0.655,-0.255,0.85375,-0.35375,2,5,4,0.4,0.5,0.8,0.425,-0.025,0.53125,-0.03125,2,,,,,,,,,0.25,0.15,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_outer_net,clean,30,113,2.8,0.351166,0.910558,0.899355,0.0166144,0.046986,5,1.78571,0.202849,0.324421,1.59932,0.249265,0.46658,-0.288155,5,5,0.6,0.6,1,0.768,-0.168,0.85,-0.25,3,5,5,0.4,0.4,1,0.52,-0.12,0.52,-0.12,2,,,,,,,,,0.4,0.2,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emotalk,brow_outer_net,noise,30,113,2.8,0.350761,0.90621,0.897024,0.0150162,0.0523571,4,1.42857,0.205287,0.3256,1.58607,0.135169,0.268619,-0.28785,5,4,0.4,0.5,0.8,0.655,-0.255,0.85375,-0.35375,2,5,4,0.4,0.5,0.8,0.425,-0.025,0.53125,-0.03125,2,,,,,,,,,0.3,0.1,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,brow_inner,clean,25,93,2.8,0.0555097,0.229623,0.222908,0.00587705,0.0224811,4,1.42857,0.042986,0.0489504,1.13875,0.0887021,0.166478,0.210625,5,4,0.6,0.75,0.8,0.65,-0.05,0.86125,-0.11125,3,5,4,0.2,0.25,0.8,0.426,-0.226,0.5325,-0.2825,1,0.135352,-0.15,0.298047,0.133333,0.126155,0.0707191,0.387604,0.036871,0.25,0.35,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,brow_inner,noise,25,93,2.8,0.0543533,0.231965,0.222745,0.00690296,0.0224939,4,1.42857,0.0435483,0.0487563,1.11959,0.0896467,0.168423,0.21067,5,4,0.6,0.75,0.8,0.65,-0.05,0.86125,-0.11125,3,5,4,0.2,0.25,0.8,0.426,-0.226,0.5325,-0.2825,1,,,,,,,,,0.2,0.4,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,brow_outer,clean,25,93,2.8,0.0262019,0.104335,0.100881,0.00283805,0.00700659,7,2.5,0.0129862,0.0189714,1.46089,0.181467,0.320531,0.0397541,5,7,1,0.857143,1.4,0.905,0.095,0.852857,0.00428571,5,5,7,0.6,0.428571,1.4,0.712,-0.112,0.512857,-0.0842857,3,0.180536,-0.15,0.304893,0.15,0.0995254,0.066699,0.315216,0.0158624,0.25,0.75,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,brow_outer,noise,25,93,2.8,0.0255881,0.104533,0.101102,0.0028317,0.00774984,6,2.14286,0.014272,0.0189721,1.32932,0.140678,0.251354,0.0398163,5,6,1,0.833333,1.2,0.862,0.138,0.8575,-0.0241667,5,5,6,0.6,0.5,1.2,0.617,-0.017,0.519167,-0.0191667,3,,,,,,,,,0.15,0.85,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,lid_upper,clean,25,93,2.8,0.0291659,0.108419,0.101631,0.00402561,0.0164365,2,0.714286,0.0193363,0.0211044,1.09144,,,0.0735332,5,2,0.6,1,0.4,0.344,0.256,0.8375,0.1625,3,5,2,0.2,0.5,0.4,0.192,0.008,0.48,0.02,1,0.51415,0.0666667,0.204834,0.0833333,0.788937,0.230872,0.299794,0.0192073,0.45,0.15,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,lid_upper,noise,25,93,2.8,0.0299615,0.108493,0.101662,0.00403922,0.0167004,2,0.714286,0.0189433,0.0205751,1.08614,,,0.0734556,5,2,0.6,1,0.4,0.344,0.256,0.8375,0.1625,3,5,2,0.2,0.5,0.4,0.192,0.008,0.48,0.02,1,,,,,,,,,0.45,0.15,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,jaw,clean,25,93,2.8,0.258993,0.590116,0.564654,0.0182804,0.0674683,3,1.07143,0.151196,0.220311,1.45712,0.134574,0.253439,1.15644,5,3,0.6,1,0.6,0.532,0.068,0.871667,0.128333,3,5,3,0.4,0.666667,0.6,0.296,0.104,0.493333,0.173333,2,-0.0633313,0.116667,0.192046,0.15,0.203335,0.158592,0.0748767,0.129049,0.35,0.25,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,emote,jaw,noise,25,93,2.8,0.258371,0.587763,0.561211,0.018621,0.073159,3,1.07143,0.149027,0.221046,1.48327,0.128765,0.246416,1.15784,5,3,0.6,1,0.6,0.532,0.068,0.871667,0.128333,3,5,3,0.4,0.666667,0.6,0.296,0.104,0.493333,0.173333,2,,,,,,,,,0.2,0.4,1,1,1,0,0,0
cn_esd0002_short3_sad__c100,cn_esd0002_short3_sad,cn,sad,c100,null,null,ok,1,medtalk,brow_inner,clean,60,224,2.78333,0.14177,0.434231,0.430426,0.00946422,0.0366537,4,1.43713,0.0768059,0.105918,1.37904,0.100448,0.188568,0.900383,5,4,0.8,1,0.8,0.716,0.084,0.86375,0.13625,4,5,4,0.6,0.75,0.8,0.398,0.202,0.4975,0.2525,3,0.437346,0.116667,0.330644,0.05,0.373871,0.227841,0.344685,0.103623,0.2,0.6,1,1,1,0,0,0
