source,channel,arm,family,metric,excl_fail,slope,ci_lo,ci_hi,p_boot_le0,rho,rho_items_mean,frac_monotone,r_within,swing_frac,n_items,n_cells,log_y_used,subset
emoface,brow_mean,clean,span,m.amp,False,-0.0082129,-0.10189,0.099051,0.5835,-0.054071,-0.15833,0.083333,-0.034173,0.18467,60,12,True,all
emoface,brow_mean,clean,span,m.amp,True,-0.0010252,-0.097873,0.10725,0.5295,0.003599,-0.083333,0.16667,-0.0042826,0.18307,58,12,True,excl_fail
emoface,brow_mean,clean,span,m.amp,False,-0.035435,-0.078796,-0.00050481,0.981,-0.099231,-0.24,0,-0.1854,0.079511,25,5,True,lang:cn (descriptive)
emoface,brow_mean,clean,span,m.amp,False,0.039446,-0.078096,0.24698,0.277,0.092857,0.1,0,0.17464,0.17976,15,3,True,lang:en (descriptive)
emoface,brow_mean,clean,span,m.amp,False,-0.018111,-0.22877,0.29203,0.566,-0.10827,-0.25,0.25,-0.062227,0.29918,20,4,True,lang:jp (descriptive)
emoface,brow_mean,clean,span,m.vel_rms,False,-0.058148,-0.11246,-0.0013727,0.979,-0.33632,-0.15,0,-0.28113,0.19211,60,12,True,all
emoface,brow_mean,clean,span,m.vel_rms,True,-0.052621,-0.11086,0.006832,0.961,-0.30241,-0.075,0.083333,-0.25652,0.19211,58,12,True,excl_fail
emoface,brow_mean,clean,span,m.event_rate,False,-0.12858,-0.21681,-0.036708,0.998,-0.28887,,0,-0.30121,0.27206,60,12,False,all
emoface,brow_mean,clean,span,m.event_rate,True,-0.1321,-0.22121,-0.039935,0.998,-0.29771,-0.28823,0,-0.3053,0.27206,58,12,False,excl_fail
emoface,brow_mean,clean,span_pyin,m.amp,False,0.017392,-0.12935,0.070409,0.3645,-0.088636,-0.21667,0.083333,0.098683,0.18467,60,12,True,all
emoface,brow_mean,clean,span_pyin,m.amp,True,0.021462,-0.12407,0.077192,0.3245,-0.041435,-0.083333,0.16667,0.12306,0.18307,58,12,True,excl_fail
emoface,brow_mean,clean,span_pyin,m.amp,False,-0.043437,-0.090626,0.010323,0.909,-0.10231,-0.24,0,-0.18672,0.079511,25,5,True,lang:cn (descriptive)
emoface,brow_mean,clean,span_pyin,m.amp,False,0.039966,-0.11831,0.053769,0.277,0.11071,-0.13333,0,0.37586,0.17976,15,3,True,lang:en (descriptive)
emoface,brow_mean,clean,span_pyin,m.amp,False,-0.022339,-0.23436,0.29833,0.566,-0.18797,-0.25,0.25,-0.075651,0.29918,20,4,True,lang:jp (descriptive)
emoface,brow_mean,clean,span_pyin,m.vel_rms,False,-0.02313,-0.13199,0.0079513,0.897,-0.33676,-0.20833,0,-0.15249,0.19211,60,12,True,all
emoface,brow_mean,clean,span_pyin,m.vel_rms,True,-0.019777,-0.12718,0.010537,0.8605,-0.30567,-0.075,0.083333,-0.13233,0.19211,58,12,True,excl_fail
emoface,brow_mean,clean,span_pyin,m.event_rate,False,-0.064428,-0.20634,-0.022754,0.9965,-0.28973,,0,-0.20581,0.27206,60,12,False,all
emoface,brow_mean,clean,span_pyin,m.event_rate,True,-0.065328,-0.21779,-0.023097,0.9965,-0.29343,-0.28823,0,-0.20724,0.27206,58,12,False,excl_fail
emoface,brow_mean,clean,dyn,m.amp,False,-0.0003384,-0.060801,0.061224,0.516,-0.015576,-0.083333,0.083333,-0.0024274,0.090049,36,12,True,all
emoface,brow_mean,clean,dyn,m.amp,False,-0.048082,-0.1348,0.038142,0.848,-0.32857,-0.4,0,-0.39104,0.087295,15,5,True,lang:cn (descriptive)
emoface,brow_mean,clean,dyn,m.amp,False,0.03512,-0.1102,0.17902,0.343,0.28333,0.16667,0.33333,0.20355,0.10809,9,3,True,lang:en (descriptive)
emoface,brow_mean,clean,dyn,m.amp,False,0.034089,-0.056289,0.10743,0.2,0.32867,0.125,0,0.26056,0.099305,12,4,True,lang:jp (descriptive)
emoface,brow_mean,clean,dyn,m.vel_rms,False,-0.064458,-0.15731,0.032472,0.8995,-0.28229,-0.29167,0.16667,-0.33531,0.11611,36,12,True,all
emoface,brow_mean,clean,dyn,m.event_rate,False,-0.055051,-0.21733,0.10673,0.752,-0.16638,-0.12321,0,-0.12796,0.24264,36,12,False,all
emoface,brow_mean,clean,combined,m.amp,False,-0.008788,-0.062783,0.048023,0.636,-0.094972,0,0.41667,-0.072851,0.19438,36,12,True,all
emoface,brow_mean,clean,combined,m.amp,True,0.0029185,-0.050592,0.062445,0.4785,-0.015878,0.045455,0.45455,0.025349,0.14437,35,12,True,excl_fail
emoface,brow_mean,clean,combined,m.amp,False,-0.052442,-0.10754,-0.0028494,0.985,-0.45356,-0.4,0.2,-0.50254,0.13463,15,5,True,lang:cn (descriptive)
emoface,brow_mean,clean,combined,m.amp,False,0.014941,-0.10445,0.10668,0.356,0.26352,0.5,0.66667,0.11967,0.23465,9,3,True,lang:en (descriptive)
emoface,brow_mean,clean,combined,m.amp,False,0.027982,-0.082423,0.14658,0.375,0.029566,0.125,0.5,0.20657,0.20038,12,4,True,lang:jp (descriptive)
emoface,brow_mean,clean,combined,m.vel_rms,False,-0.031088,-0.067263,0.0093037,0.933,-0.30457,-0.125,0.16667,-0.32999,0.15444,36,12,True,all
emoface,brow_mean,clean,combined,m.vel_rms,True,-0.027634,-0.066831,0.014865,0.8985,-0.25757,-0.090909,0.18182,-0.29114,0.15171,35,12,True,excl_fail
emoface,brow_mean,clean,combined,m.event_rate,False,-0.053111,-0.14422,0.045503,0.8525,-0.1966,-0.090909,0.090909,-0.22316,0.28125,36,12,False,all
emoface,brow_mean,clean,combined,m.event_rate,True,-0.076652,-0.15586,0.0079363,0.9605,-0.28066,-0.2,0,-0.3286,0.28125,35,12,False,excl_fail
emoface,brow_mean,clean,register,m.amp,False,-0.0070708,-0.03706,0.030049,0.6615,-0.24067,-0.29167,0.083333,-0.091406,0.23159,36,12,True,all
emoface,brow_mean,clean,register,m.amp,False,-0.0101,-0.044932,0.029756,0.671,-0.32857,-0.5,0,-0.17845,0.16201,15,5,True,lang:cn (descriptive)
emoface,brow_mean,clean,register,m.amp,False,0.023056,-0.065292,0.16637,0.277,-0.15,0,0.33333,0.19817,0.25171,9,3,True,lang:en (descriptive)
emoface,brow_mean,clean,register,m.amp,False,-0.025543,-0.057486,0.0063839,0.932,-0.3007,-0.25,0,-0.41099,0.23005,12,4,True,lang:jp (descriptive)
emoface,brow_mean,clean,register,m.vel_rms,False,-0.00062185,-0.03217,0.037701,0.532,-0.15804,-0.16667,0.16667,-0.0084159,0.1733,36,12,True,all
emoface,brow_mean,clean,register,m.event_rate,False,0.0096617,-0.061335,0.086023,0.389,-0.069281,-0.021096,0.27273,0.065195,0.30952,36,12,False,all
emoface,brow_mean,clean,rate,m.amp,False,-0.45608,-1.5398,0.46991,0.824,-0.18058,,,-0.24735,0.08647,24,12,True,all
emoface,brow_mean,clean,rate,m.amp,False,-0.33287,-1.541,0.76549,0.68,-0.24371,,,-0.25158,0.11009,10,5,True,lang:cn (descriptive)
emoface,brow_mean,clean,rate,m.amp,False,-0.87629,-4.9212,2.5726,0.606,-0.29277,,,-0.27298,0.31134,6,3,True,lang:en (descriptive)
emoface,brow_mean,clean,rate,m.amp,False,-0.29492,-0.70796,0.11811,0.909,-0.54554,,,-0.55527,0.044368,8,4,True,lang:jp (descriptive)
emoface,brow_mean,clean,rate,m.vel_rms,False,-0.16665,-0.959,0.53407,0.666,-0.08427,,,-0.12554,0.057031,24,12,True,all
emoface,brow_mean,clean,rate,m.event_rate,False,0.42717,-1.0747,1.7163,0.2775,0.29722,,,0.16646,0.12133,24,12,False,all
emoface,brow_mean,noise,span,m.amp,False,-0.0067093,-0.099459,0.099363,0.574,-0.063351,-0.083333,0.083333,-0.028914,0.18334,60,12,True,all
emoface,brow_mean,noise,span,m.amp,True,-0.00039321,-0.096849,0.10828,0.5225,-0.0091359,-0.0083333,0.16667,-0.0016966,0.18334,58,12,True,excl_fail
emoface,brow_mean,noise,span,m.amp,False,-0.025762,-0.082986,0.031452,0.776,-0.030769,-0.02,0,-0.13624,0.12056,25,5,True,lang:cn (descriptive)
emoface,brow_mean,noise,span,m.amp,False,0.038713,-0.092443,0.24836,0.231,0.064286,0.066667,0,0.18368,0.17732,15,3,True,lang:en (descriptive)
emoface,brow_mean,noise,span,m.amp,False,-0.023165,-0.22531,0.2815,0.566,-0.12932,-0.275,0.25,-0.082049,0.28926,20,4,True,lang:jp (descriptive)
emoface,brow_mean,noise,span,m.vel_rms,False,-0.051134,-0.10974,0.0074652,0.9565,-0.30264,-0.25,0,-0.24179,0.18727,60,12,True,all
emoface,brow_mean,noise,span,m.vel_rms,True,-0.046633,-0.108,0.017089,0.93,-0.27817,-0.20833,0,-0.22068,0.18727,58,12,True,excl_fail
emoface,brow_mean,noise,span,m.event_rate,False,-0.015007,-0.1271,0.085845,0.5965,-0.013686,,0,-0.04062,0.33333,60,12,False,all
emoface,brow_mean,noise,span,m.event_rate,True,-0.015418,-0.13011,0.088849,0.5965,-0.015133,0.029362,0,-0.041172,0.33333,58,12,False,excl_fail
emoface,brow_mean,noise,span_pyin,m.amp,False,0.019527,-0.12725,0.072603,0.3485,-0.08569,-0.14167,0.083333,0.11475,0.18334,60,12,True,all
emoface,brow_mean,noise,span_pyin,m.amp,True,0.023138,-0.12044,0.0785,0.312,-0.037989,-0.0083333,0.16667,0.13704,0.18334,58,12,True,excl_fail
emoface,brow_mean,noise,span_pyin,m.amp,False,-0.032014,-0.096316,0.035986,0.752,-0.010769,-0.02,0,-0.13909,0.12056,25,5,True,lang:cn (descriptive)
emoface,brow_mean,noise,span_pyin,m.amp,False,0.042173,-0.10743,0.056337,0.277,0.10714,-0.16667,0,0.42506,0.17732,15,3,True,lang:en (descriptive)
emoface,brow_mean,noise,span_pyin,m.amp,False,-0.027048,-0.23077,0.28651,0.614,-0.2,-0.275,0.25,-0.094427,0.28926,20,4,True,lang:jp (descriptive)
emoface,brow_mean,noise,span_pyin,m.vel_rms,False,-0.016043,-0.12737,0.015805,0.78,-0.29475,-0.30833,0,-0.10345,0.18727,60,12,True,all
emoface,brow_mean,noise,span_pyin,m.vel_rms,True,-0.013224,-0.12462,0.018164,0.7395,-0.2679,-0.20833,0,-0.085894,0.18727,58,12,True,excl_fail
emoface,brow_mean,noise,span_pyin,m.event_rate,False,-0.045425,-0.14189,0.072766,0.8695,-0.11389,,0,-0.16766,0.33333,60,12,False,all
emoface,brow_mean,noise,span_pyin,m.event_rate,True,-0.04606,-0.14737,0.075911,0.8695,-0.12184,0.029362,0,-0.16882,0.33333,58,12,False,excl_fail
emoface,brow_mean,noise,dyn,m.amp,False,-0.038123,-0.094598,0.015747,0.91,-0.22141,-0.25,0,-0.28925,0.088523,36,12,True,all
emoface,brow_mean,noise,dyn,m.amp,False,-0.093583,-0.16503,-0.02665,0.999,-0.61071,-0.5,0,-0.67067,0.079863,15,5,True,lang:cn (descriptive)
emoface,brow_mean,noise,dyn,m.amp,False,-0.0067235,-0.077137,0.093213,0.606,0,-0.33333,0,-0.05639,0.087967,9,3,True,lang:en (descriptive)
emoface,brow_mean,noise,dyn,m.amp,False,0.0093273,-0.097476,0.081428,0.351,0.30769,0.125,0,0.071386,0.099617,12,4,True,lang:jp (descriptive)
emoface,brow_mean,noise,dyn,m.vel_rms,False,-0.08796,-0.17777,0.0017377,0.9715,-0.33378,-0.375,0.16667,-0.44849,0.10269,36,12,True,all
emoface,brow_mean,noise,dyn,m.event_rate,False,-0.27917,-0.4714,-0.098982,0.9985,-0.64327,-0.59983,0,-0.55256,0.28571,36,12,False,all
emoface,brow_mean,noise,combined,m.amp,False,-0.010246,-0.062279,0.045663,0.658,-0.131,-0.041667,0.33333,-0.08674,0.2076,36,12,True,all
emoface,brow_mean,noise,combined,m.amp,True,-0.00070501,-0.054392,0.058225,0.532,-0.058218,0,0.36364,-0.0061097,0.16334,35,12,True,excl_fail
emoface,brow_mean,noise,combined,m.amp,False,-0.05859,-0.10328,-0.013764,0.998,-0.54805,-0.5,0,-0.55037,0.15403,15,5,True,lang:cn (descriptive)
emoface,brow_mean,noise,combined,m.amp,False,0.027061,-0.091142,0.11971,0.254,0.31623,0.5,0.66667,0.23793,0.24255,9,3,True,lang:en (descriptive)
emoface,brow_mean,noise,combined,m.amp,False,0.022204,-0.0867,0.13963,0.392,0,0.125,0.5,0.16554,0.2079,12,4,True,lang:jp (descriptive)
emoface,brow_mean,noise,combined,m.vel_rms,False,-0.037961,-0.070347,-0.0038878,0.9885,-0.38644,-0.16667,0.16667,-0.4062,0.14415,36,12,True,all
emoface,brow_mean,noise,combined,m.vel_rms,True,-0.034745,-0.069709,0.0025284,0.9695,-0.34402,-0.13636,0.18182,-0.36995,0.13663,35,12,True,excl_fail
emoface,brow_mean,noise,combined,m.event_rate,False,-0.09231,-0.16697,-0.017564,0.9925,-0.3863,-0.4866,0,-0.45578,0.28571,36,12,False,all
emoface,brow_mean,noise,combined,m.event_rate,True,-0.10513,-0.17101,-0.036763,1,-0.44111,-0.63689,0,-0.50647,0.28571,35,12,False,excl_fail
emoface,brow_mean,noise,register,m.amp,False,-0.0018838,-0.033311,0.035667,0.5575,-0.14646,-0.16667,0.16667,-0.025166,0.20491,36,12,True,all
emoface,brow_mean,noise,register,m.amp,False,0.0019164,-0.034042,0.042973,0.443,0.032143,-0.1,0.2,0.03328,0.1516,15,5,True,lang:cn (descriptive)
emoface,brow_mean,noise,register,m.amp,False,0.026432,-0.062072,0.1633,0.277,-0.16667,-0.16667,0.33333,0.24292,0.21772,9,3,True,lang:en (descriptive)
emoface,brow_mean,noise,register,m.amp,False,-0.027496,-0.059724,0.0052954,0.932,-0.32867,-0.25,0,-0.44374,0.21881,12,4,True,lang:jp (descriptive)
emoface,brow_mean,noise,register,m.vel_rms,False,0.00045791,-0.030826,0.03766,0.508,-0.11969,-0.041667,0.25,0.0063101,0.16542,36,12,True,all
emoface,brow_mean,noise,register,m.event_rate,False,0.011793,-0.038141,0.057989,0.3005,0.063257,0.15746,0,0.11156,0.28571,36,12,False,all
emoface,brow_mean,noise,rate,m.amp,False,-0.46351,-1.4385,0.40321,0.8565,-0.30096,,,-0.26992,0.074741,24,12,True,all
emoface,brow_mean,noise,rate,m.amp,False,-0.33275,-1.631,0.87247,0.652,-0.10445,,,-0.22156,0.15928,10,5,True,lang:cn (descriptive)
emoface,brow_mean,noise,rate,m.amp,False,-0.80181,-4.2481,2.167,0.606,-0.29277,,,-0.29054,0.25648,6,3,True,lang:en (descriptive)
emoface,brow_mean,noise,rate,m.amp,False,-0.37324,-0.73846,0.035332,0.964,-0.76376,,,-0.66454,0.043602,8,4,True,lang:jp (descriptive)
emoface,brow_mean,noise,rate,m.vel_rms,False,-0.17661,-1.0224,0.56232,0.6625,-0.072232,,,-0.1252,0.074591,24,12,True,all
emoface,brow_mean,noise,rate,m.event_rate,False,0.35357,-0.72528,1.5124,0.288,0.078853,,,0.17171,0.1,24,12,False,all
emoface,brow_inner,clean,span,m.amp,False,0.0299,-0.10817,0.18783,0.375,0.069241,0.05,0.083333,0.087777,0.2605,60,12,True,all
emoface,brow_inner,clean,span,m.amp,True,0.030018,-0.11171,0.18997,0.377,0.069304,0.016667,0.083333,0.087101,0.2605,58,12,True,excl_fail
emoface,brow_inner,clean,span,m.amp,False,0.016561,-0.094535,0.10069,0.347,0.10615,0.1,0,0.074883,0.24155,25,5,True,lang:cn (descriptive)
emoface,brow_inner,clean,span,m.amp,False,0.03242,-0.014706,0.13401,0.277,0.0035714,0,0,0.18212,0.21168,15,3,True,lang:en (descriptive)
emoface,brow_inner,clean,span,m.amp,False,0.0415,-0.3168,0.51797,0.43,0.045113,0.025,0.25,0.082832,0.39134,20,4,True,lang:jp (descriptive)
emoface,brow_inner,clean,span_pyin,m.amp,False,0.021329,-0.12882,0.16918,0.3185,0.030119,0.066667,0.083333,0.085385,0.2605,60,12,True,all
emoface,brow_inner,clean,span_pyin,m.amp,True,0.021161,-0.13562,0.17614,0.3205,0.022609,0.016667,0.083333,0.084279,0.2605,58,12,True,excl_fail
emoface,brow_inner,clean,span_pyin,m.amp,False,-0.0045307,-0.12735,0.12091,0.48,0.050769,0.1,0,-0.016831,0.24155,25,5,True,lang:cn (descriptive)
emoface,brow_inner,clean,span_pyin,m.amp,False,0.021895,-0.016712,0.024612,0.231,0.053571,0.066667,0,0.26127,0.21168,15,3,True,lang:en (descriptive)
emoface,brow_inner,clean,span_pyin,m.amp,False,0.03756,-0.32316,0.53921,0.43,-0.033083,0.025,0.25,0.073891,0.39134,20,4,True,lang:jp (descriptive)
emoface,brow_inner,clean,dyn,m.amp,False,-0.020061,-0.17078,0.16768,0.621,-0.19952,-0.45833,0.083333,-0.05873,0.12808,36,12,True,all
emoface,brow_inner,clean,dyn,m.amp,False,-0.12666,-0.18145,-0.072113,1,-0.75,-0.8,0,-0.81724,0.12705,15,5,True,lang:cn (descriptive)
emoface,brow_inner,clean,dyn,m.amp,False,0.14085,-0.51723,0.83572,0.277,0.2,-0.33333,0.33333,0.22444,0.36463,9,3,True,lang:en (descriptive)
emoface,brow_inner,clean,dyn,m.amp,False,-0.0054829,-0.14178,0.087292,0.52,0.18182,-0.125,0,-0.03487,0.10934,12,4,True,lang:jp (descriptive)
emoface,brow_inner,clean,combined,m.amp,False,0.0098224,-0.075966,0.10358,0.4365,-0.049124,-0.083333,0.33333,0.055715,0.23564,36,12,True,all
emoface,brow_inner,clean,combined,m.amp,True,0.023975,-0.062619,0.1173,0.3225,0.024699,0,0.36364,0.13746,0.21278,35,12,True,excl_fail
emoface,brow_inner,clean,combined,m.amp,False,-0.071672,-0.1339,-0.0093292,0.987,-0.54805,-0.4,0.2,-0.57986,0.19812,15,5,True,lang:cn (descriptive)
emoface,brow_inner,clean,combined,m.amp,False,0.061613,-0.17533,0.24515,0.254,0.21082,0.33333,0.66667,0.3122,0.3249,9,3,True,lang:en (descriptive)
emoface,brow_inner,clean,combined,m.amp,False,0.072847,-0.07075,0.26219,0.241,0.20696,0,0.25,0.34365,0.21812,12,4,True,lang:jp (descriptive)
emoface,brow_inner,clean,register,m.amp,False,-0.01023,-0.046879,0.029345,0.7,-0.19588,-0.125,0,-0.11458,0.2358,36,12,True,all
emoface,brow_inner,clean,register,m.amp,False,0.0039687,-0.033514,0.03054,0.374,0.05,0.2,0,0.063538,0.24271,15,5,True,lang:cn (descriptive)
emoface,brow_inner,clean,register,m.amp,False,0.025158,-0.046079,0.15336,0.277,-0.033333,-0.33333,0,0.21613,0.20692,9,3,True,lang:en (descriptive)
emoface,brow_inner,clean,register,m.amp,False,-0.053967,-0.10821,-0.006413,0.98,-0.34965,-0.375,0,-0.57181,0.25584,12,4,True,lang:jp (descriptive)
emoface,brow_inner,clean,rate,m.amp,False,0.1172,-0.72243,0.95833,0.413,0.048154,,,0.076517,0.11137,24,12,True,all
emoface,brow_inner,clean,rate,m.amp,False,-0.3128,-1.7078,1.0822,0.658,-0.17408,,,-0.19239,0.17106,10,5,True,lang:cn (descriptive)
emoface,brow_inner,clean,rate,m.amp,False,1.3164,-0.27474,3.2607,0.033,0.68313,,,0.66843,0.10682,6,3,True,lang:en (descriptive)
emoface,brow_inner,clean,rate,m.amp,False,-0.24468,-1.1211,0.5051,0.68,-0.21822,,,-0.2693,0.063595,8,4,True,lang:jp (descriptive)
emoface,brow_inner,noise,span,m.amp,False,0.019873,-0.11993,0.1815,0.4235,0.014393,0.025,0.083333,0.059734,0.22927,60,12,True,all
emoface,brow_inner,noise,span,m.amp,True,0.020356,-0.12336,0.1824,0.4235,0.024578,-0.0083333,0.083333,0.060508,0.22927,58,12,True,excl_fail
emoface,brow_inner,noise,span,m.amp,False,-0.0095067,-0.13096,0.0829,0.527,-0.077692,0.04,0,-0.043299,0.2164,25,5,True,lang:cn (descriptive)
emoface,brow_inner,noise,span,m.amp,False,0.032197,-0.015232,0.13829,0.277,0.046429,0,0,0.196,0.19701,15,3,True,lang:en (descriptive)
emoface,brow_inner,noise,span,m.amp,False,0.040074,-0.32182,0.50568,0.43,0.031579,0.025,0.25,0.081728,0.38859,20,4,True,lang:jp (descriptive)
emoface,brow_inner,noise,span_pyin,m.amp,False,0.018753,-0.13893,0.15785,0.3415,-0.01706,0.041667,0.083333,0.076863,0.22927,60,12,True,all
emoface,brow_inner,noise,span_pyin,m.amp,True,0.018867,-0.14383,0.16394,0.3425,-0.01941,-0.0083333,0.083333,0.076978,0.22927,58,12,True,excl_fail
emoface,brow_inner,noise,span_pyin,m.amp,False,-0.035488,-0.17372,0.10183,0.62,-0.13154,0.04,0,-0.1328,0.2164,25,5,True,lang:cn (descriptive)
emoface,brow_inner,noise,span_pyin,m.amp,False,0.024334,-0.010594,0.027419,0.277,0.125,0.066667,0,0.31468,0.19701,15,3,True,lang:en (descriptive)
emoface,brow_inner,noise,span_pyin,m.amp,False,0.036679,-0.32813,0.52688,0.43,-0.045113,0.025,0.25,0.073729,0.38859,20,4,True,lang:jp (descriptive)
emoface,brow_inner,noise,dyn,m.amp,False,-0.044837,-0.20327,0.12487,0.7125,-0.15872,-0.29167,0.083333,-0.1345,0.11443,36,12,True,all
emoface,brow_inner,noise,dyn,m.amp,False,-0.14836,-0.283,-0.037387,1,-0.57143,-0.5,0,-0.68412,0.11648,15,5,True,lang:cn (descriptive)
emoface,brow_inner,noise,dyn,m.amp,False,0.096056,-0.52218,0.71028,0.389,0.26667,-0.16667,0.33333,0.16604,0.37368,9,3,True,lang:en (descriptive)
emoface,brow_inner,noise,dyn,m.amp,False,-0.018964,-0.14617,0.06749,0.675,0.15385,-0.125,0,-0.12426,0.098657,12,4,True,lang:jp (descriptive)
emoface,brow_inner,noise,combined,m.amp,False,0.010315,-0.073649,0.10457,0.431,-0.058948,-0.125,0.25,0.058019,0.26276,36,12,True,all
emoface,brow_inner,noise,combined,m.amp,True,0.023926,-0.063299,0.11682,0.326,0.0052926,-0.045455,0.27273,0.13544,0.21764,35,12,True,excl_fail
emoface,brow_inner,noise,combined,m.amp,False,-0.070425,-0.13157,-0.010566,0.991,-0.54805,-0.5,0,-0.56467,0.20927,15,5,True,lang:cn (descriptive)
emoface,brow_inner,noise,combined,m.amp,False,0.070094,-0.16739,0.26354,0.254,0.31623,0.33333,0.66667,0.35377,0.31067,9,3,True,lang:en (descriptive)
emoface,brow_inner,noise,combined,m.amp,False,0.066406,-0.082907,0.25398,0.241,0.20696,0,0.25,0.30985,0.23597,12,4,True,lang:jp (descriptive)
emoface,brow_inner,noise,register,m.amp,False,-0.0074376,-0.045093,0.033352,0.6505,-0.16216,-0.041667,0.083333,-0.084263,0.21456,36,12,True,all
emoface,brow_inner,noise,register,m.amp,False,0.0087939,-0.022825,0.033618,0.252,0.089286,0.3,0.2,0.14688,0.19361,15,5,True,lang:cn (descriptive)
emoface,brow_inner,noise,register,m.amp,False,0.029575,-0.039708,0.16082,0.277,0.11667,-0.16667,0,0.25677,0.19259,9,3,True,lang:en (descriptive)
emoface,brow_inner,noise,register,m.amp,False,-0.054896,-0.11506,-0.0049387,0.98,-0.41259,-0.375,0,-0.57957,0.23829,12,4,True,lang:jp (descriptive)
emoface,brow_inner,noise,rate,m.amp,False,-0.082948,-0.91399,0.74373,0.5865,-0.10835,,,-0.055278,0.10188,24,12,True,all
emoface,brow_inner,noise,rate,m.amp,False,-0.74177,-1.8484,0.54056,0.858,-0.52223,,,-0.45772,0.17943,10,5,True,lang:cn (descriptive)
emoface,brow_inner,noise,rate,m.amp,False,1.2567,-0.35361,3.0898,0.033,0.68313,,,0.66417,0.1151,6,3,True,lang:en (descriptive)
emoface,brow_inner,noise,rate,m.amp,False,-0.26418,-1.1346,0.50786,0.699,-0.21822,,,-0.29781,0.064304,8,4,True,lang:jp (descriptive)
emoface,brow_outer,clean,span,m.amp,False,-0.046326,-0.11987,0.045212,0.8675,-0.22729,-0.25833,0,-0.17461,0.21658,60,12,True,all
emoface,brow_outer,clean,span,m.amp,True,-0.032068,-0.11219,0.069504,0.766,-0.13968,-0.18333,0.083333,-0.12735,0.19698,58,12,True,excl_fail
emoface,brow_outer,clean,span,m.amp,False,-0.08743,-0.13625,-0.030429,1,-0.32077,-0.36,0,-0.31834,0.20362,25,5,True,lang:cn (descriptive)
emoface,brow_outer,clean,span,m.amp,False,0.046471,-0.14149,0.35996,0.389,0.028571,0.1,0,0.1422,0.32127,15,3,True,lang:en (descriptive)
emoface,brow_outer,clean,span,m.amp,False,-0.077722,-0.18394,0.036337,0.868,-0.35639,-0.4,0,-0.40676,0.16203,20,4,True,lang:jp (descriptive)
emoface,brow_outer,clean,span_pyin,m.amp,False,0.013455,-0.14549,0.061178,0.4185,-0.21995,-0.31667,0,0.069155,0.21658,60,12,True,all
emoface,brow_outer,clean,span_pyin,m.amp,True,0.021764,-0.13126,0.066437,0.38,-0.15211,-0.18333,0.083333,0.11864,0.19698,58,12,True,excl_fail
emoface,brow_outer,clean,span_pyin,m.amp,False,-0.082343,-0.18094,-0.022989,1,-0.27154,-0.36,0,-0.24632,0.20362,25,5,True,lang:cn (descriptive)
emoface,brow_outer,clean,span_pyin,m.amp,False,0.058037,-0.25247,0.082926,0.277,0.075,-0.13333,0,0.37724,0.32127,15,3,True,lang:en (descriptive)
emoface,brow_outer,clean,span_pyin,m.amp,False,-0.082239,-0.18722,0.033714,0.868,-0.38496,-0.4,0,-0.42421,0.16203,20,4,True,lang:jp (descriptive)
emoface,brow_outer,clean,dyn,m.amp,False,0.019384,-0.11794,0.16737,0.374,-0.053678,-0.083333,0.25,0.067085,0.12867,36,12,True,all
emoface,brow_outer,clean,dyn,m.amp,False,0.030491,-0.14587,0.21191,0.32,0.025,-0.2,0.4,0.13536,0.13821,15,5,True,lang:cn (descriptive)
emoface,brow_outer,clean,dyn,m.amp,False,-0.070609,-0.47768,0.55435,0.644,-0.43333,-0.33333,0.33333,-0.15649,0.33873,9,3,True,lang:en (descriptive)
emoface,brow_outer,clean,dyn,m.amp,False,0.073661,0.01604,0.12758,0.004,0.35664,0.25,0,0.39881,0.10076,12,4,True,lang:jp (descriptive)
emoface,brow_outer,clean,combined,m.amp,False,-0.027398,-0.076624,0.024202,0.849,-0.19322,-0.33333,0.083333,-0.2028,0.19474,36,12,True,all
emoface,brow_outer,clean,combined,m.amp,True,-0.018138,-0.071448,0.040646,0.727,-0.1429,-0.31818,0.090909,-0.13662,0.19474,35,12,True,excl_fail
emoface,brow_outer,clean,combined,m.amp,False,-0.033212,-0.12533,0.071952,0.76,-0.22678,-0.3,0,-0.22649,0.20518,15,5,True,lang:cn (descriptive)
emoface,brow_outer,clean,combined,m.amp,False,-0.03173,-0.033579,-0.029814,1,-0.36893,-0.66667,0,-0.22902,0.095959,9,3,True,lang:en (descriptive)
emoface,brow_outer,clean,combined,m.amp,False,-0.016882,-0.11351,0.060332,0.561,-0.14783,-0.125,0.25,-0.1454,0.19172,12,4,True,lang:jp (descriptive)
emoface,brow_outer,clean,register,m.amp,False,-0.0039113,-0.038047,0.038597,0.5965,-0.20077,-0.125,0.25,-0.042728,0.24618,36,12,True,all
emoface,brow_outer,clean,register,m.amp,False,-0.024168,-0.057368,0.032283,0.803,-0.38929,-0.5,0.2,-0.31709,0.20007,15,5,True,lang:cn (descriptive)
emoface,brow_outer,clean,register,m.amp,False,0.020954,-0.084506,0.17937,0.277,-0.11667,0,0.33333,0.14841,0.39958,9,3,True,lang:en (descriptive)
emoface,brow_outer,clean,register,m.amp,False,0.0028816,-0.029755,0.026259,0.449,-0.055944,0.25,0.25,0.052239,0.16352,12,4,True,lang:jp (descriptive)
emoface,brow_outer,clean,rate,m.amp,False,-1.0294,-3.1181,0.28223,0.8965,-0.25281,,,-0.31343,0.080418,24,12,True,all
