source,channel,arm,family,metric,excl_fail,slope,ci_lo,ci_hi,p_boot_le0,rho,rho_items_mean,frac_monotone,r_within,swing_frac,n_items,n_cells,log_y_used,subset
emoface,jaw,noise,span,m.vel_rms,False,0.0031646,-0.022818,0.027948,0.4,0.046179,-0.033333,0,0.032199,0.089321,60,12,True,all
emoface,jaw,noise,span,m.vel_rms,True,0.002693,-0.023626,0.028255,0.4115,0.014058,-0.05,0,0.027401,0.089321,58,12,True,excl_fail
emoface,jaw,noise,span,m.event_rate,False,-0.046289,-0.10018,-0.0095538,0.997,-0.13108,-0.1803,0,-0.074017,0.17143,60,12,False,all
emoface,jaw,noise,span,m.event_rate,True,-0.047556,-0.10124,-0.0099739,0.997,-0.1305,-0.1803,0,-0.075023,0.17143,58,12,False,excl_fail
emoface,jaw,noise,span_pyin,m.amp,False,0.004477,-0.024604,0.0419,0.327,-0.095749,-0.21667,0,0.042566,0.11117,60,12,True,all
emoface,jaw,noise,span_pyin,m.amp,True,-0.00040945,-0.039014,0.030499,0.533,-0.15593,-0.29167,0,-0.0043872,0.11117,58,12,True,excl_fail
emoface,jaw,noise,span_pyin,m.amp,False,-0.020127,-0.074512,0.065309,0.69,-0.30923,-0.36,0,-0.12431,0.09267,25,5,True,lang:cn (descriptive)
emoface,jaw,noise,span_pyin,m.amp,False,0.01132,0.0027636,0.1909,0,0.20714,0.1,0,0.12301,0.20267,15,3,True,lang:en (descriptive)
emoface,jaw,noise,span_pyin,m.amp,False,-0.0032025,-0.062024,0.072292,0.635,-0.15789,-0.275,0,-0.032267,0.087688,20,4,True,lang:jp (descriptive)
emoface,jaw,noise,span_pyin,m.vel_rms,False,-0.00026847,-0.019366,0.023719,0.495,-0.0069464,-0.066667,0,-0.0037249,0.089321,60,12,True,all
emoface,jaw,noise,span_pyin,m.vel_rms,True,-0.00048296,-0.020763,0.024277,0.509,-0.017318,-0.05,0,-0.0067451,0.089321,58,12,True,excl_fail
emoface,jaw,noise,span_pyin,m.event_rate,False,-0.002183,-0.13636,0.029883,0.5685,-0.14247,-0.1803,0,-0.0047599,0.17143,60,12,False,all
emoface,jaw,noise,span_pyin,m.event_rate,True,-0.0022135,-0.14043,0.030002,0.5685,-0.14319,-0.1803,0,-0.0047931,0.17143,58,12,False,excl_fail
emoface,jaw,noise,dyn,m.amp,False,-0.011655,-0.090858,0.081788,0.598,-0.20506,-0.041667,0.33333,-0.069563,0.10474,36,12,True,all
emoface,jaw,noise,dyn,m.amp,False,-0.078519,-0.18547,0.02538,0.93,-0.58929,-0.2,0.2,-0.52927,0.074067,15,5,True,lang:cn (descriptive)
emoface,jaw,noise,dyn,m.amp,False,0.10736,-0.1403,0.3079,0.282,0.33333,0.16667,0.33333,0.44368,0.18444,9,3,True,lang:en (descriptive)
emoface,jaw,noise,dyn,m.amp,False,-0.016287,-0.12034,0.085892,0.63,0.027972,0,0.5,-0.14484,0.077832,12,4,True,lang:jp (descriptive)
emoface,jaw,noise,dyn,m.vel_rms,False,0.00045826,-0.059815,0.057742,0.477,0.0020596,0.083333,0.33333,0.0041089,0.061761,36,12,True,all
emoface,jaw,noise,dyn,m.event_rate,False,0.041232,-0.30911,0.37058,0.394,0.065669,0.32934,0.11111,0.060843,0.225,36,12,False,all
emoface,jaw,noise,combined,m.amp,False,-0.0032487,-0.04941,0.050506,0.5515,-0.085148,-0.16667,0.33333,-0.033026,0.14019,36,12,True,all
emoface,jaw,noise,combined,m.amp,True,-0.015903,-0.054043,0.02895,0.75,-0.15701,-0.27273,0.27273,-0.1778,0.14019,35,12,True,excl_fail
emoface,jaw,noise,combined,m.amp,False,-0.042458,-0.092473,0.007557,0.954,-0.51025,-0.5,0.2,-0.56347,0.089156,15,5,True,lang:cn (descriptive)
emoface,jaw,noise,combined,m.amp,False,0.069901,-0.10446,0.20037,0.282,0.47434,0.5,0.66667,0.44796,0.30148,9,3,True,lang:en (descriptive)
emoface,jaw,noise,combined,m.amp,False,-0.0090991,-0.063186,0.043376,0.651,-0.059131,-0.25,0.25,-0.15024,0.095446,12,4,True,lang:jp (descriptive)
emoface,jaw,noise,combined,m.vel_rms,False,0.00015733,-0.027788,0.032083,0.5,-0.065498,-0.083333,0.25,0.00257,0.082608,36,12,True,all
emoface,jaw,noise,combined,m.vel_rms,True,-0.0054547,-0.030068,0.023689,0.64,-0.13055,-0.18182,0.18182,-0.091894,0.082608,35,12,True,excl_fail
emoface,jaw,noise,combined,m.event_rate,False,0.02356,-0.024457,0.08755,0.237,0.034756,0.026795,0.2,0.15012,0,36,12,False,all
emoface,jaw,noise,combined,m.event_rate,True,0.025131,-0.030869,0.092726,0.237,0.037171,0.026795,0.2,0.15504,0,35,12,False,excl_fail
emoface,jaw,noise,register,m.amp,False,0.0021433,-0.0084905,0.012129,0.326,0.080824,0.125,0.16667,0.074123,0.086545,36,12,True,all
emoface,jaw,noise,register,m.amp,False,0.0089256,-0.0033953,0.021938,0.099,0.39286,0.4,0.2,0.40821,0.06158,15,5,True,lang:cn (descriptive)
emoface,jaw,noise,register,m.amp,False,0.0010778,-0.017033,0.022251,0.427,0.05,-0.16667,0,0.028299,0.1112,9,3,True,lang:en (descriptive)
emoface,jaw,noise,register,m.amp,False,-0.0054883,-0.026059,0.013369,0.642,-0.13287,0,0.25,-0.19083,0.090742,12,4,True,lang:jp (descriptive)
emoface,jaw,noise,register,m.vel_rms,False,0.0027992,-0.0036911,0.0099953,0.221,0.12072,0.083333,0.16667,0.11358,0.063805,36,12,True,all
emoface,jaw,noise,register,m.event_rate,False,-0.0021454,-0.074411,0.055436,0.5005,0.064414,0.10825,0.125,-0.015027,0.13393,36,12,False,all
emoface,jaw,noise,rate,m.amp,False,0.53923,0.22303,0.86438,0.0005,0.71028,,,0.67147,0.058859,24,12,True,all
emoface,jaw,noise,rate,m.amp,False,0.18033,-0.23742,0.52792,0.21,0.38297,,,0.37094,0.05396,10,5,True,lang:cn (descriptive)
emoface,jaw,noise,rate,m.amp,False,1.3751,1.0576,1.6546,0,0.87831,,,0.98447,0.16055,6,3,True,lang:en (descriptive)
emoface,jaw,noise,rate,m.amp,False,0.36095,0.15296,0.56894,0,0.87287,,,0.86034,0.035462,8,4,True,lang:jp (descriptive)
emoface,jaw,noise,rate,m.vel_rms,False,0.71422,0.47584,0.93035,0,0.85474,,,0.86311,0.085985,24,12,True,all
emoface,jaw,noise,rate,m.event_rate,False,1.3989,0.12922,2.9321,0.0205,0.43684,,,0.49525,0,24,12,False,all
emoface,brow_inner_net,clean,span,m.amp,False,0.034343,-0.088484,0.16388,0.2915,0.11453,0.125,0.083333,0.1088,0.2374,60,12,True,all
emoface,brow_inner_net,clean,span,m.amp,True,0.032654,-0.092392,0.16467,0.3075,0.10265,0.075,0.083333,0.10237,0.2374,58,12,True,excl_fail
emoface,brow_inner_net,clean,span,m.amp,False,-0.014021,-0.15355,0.11305,0.584,-0.092308,-0.06,0,-0.05002,0.29625,25,5,True,lang:cn (descriptive)
emoface,brow_inner_net,clean,span,m.amp,False,0.035754,0.019699,0.068273,0,0.24643,0.36667,0.33333,0.31915,0.091447,15,3,True,lang:en (descriptive)
emoface,brow_inner_net,clean,span,m.amp,False,0.082501,-0.24808,0.4341,0.342,0.20602,0.175,0,0.18934,0.34057,20,4,True,lang:jp (descriptive)
emoface,brow_inner_net,clean,span_pyin,m.amp,False,0.027615,-0.084578,0.16117,0.207,0.1491,0.16667,0.083333,0.1193,0.2374,60,12,True,all
emoface,brow_inner_net,clean,span_pyin,m.amp,True,0.02654,-0.090666,0.16545,0.217,0.12572,0.075,0.083333,0.11421,0.2374,58,12,True,excl_fail
emoface,brow_inner_net,clean,span_pyin,m.amp,False,-0.0064538,-0.18819,0.14173,0.536,-0.014615,-0.06,0,-0.018916,0.29625,25,5,True,lang:cn (descriptive)
emoface,brow_inner_net,clean,span_pyin,m.amp,False,0.02111,0.019351,0.067745,0,0.37143,0.53333,0.33333,0.40028,0.091447,15,3,True,lang:en (descriptive)
emoface,brow_inner_net,clean,span_pyin,m.amp,False,0.075591,-0.24563,0.43772,0.342,0.13985,0.175,0,0.17099,0.34057,20,4,True,lang:jp (descriptive)
emoface,brow_inner_net,clean,dyn,m.amp,False,-0.0090237,-0.13518,0.10471,0.562,0.0081097,-0.20833,0.33333,-0.041266,0.10322,36,12,True,all
emoface,brow_inner_net,clean,dyn,m.amp,False,0.1129,0.0011915,0.22798,0.023,0.49286,0.2,0.6,0.65243,0.095086,15,5,True,lang:cn (descriptive)
emoface,brow_inner_net,clean,dyn,m.amp,False,-0.27065,-0.52885,-0.10823,1,-0.86667,-1,0,-0.82576,0.18309,9,3,True,lang:en (descriptive)
emoface,brow_inner_net,clean,dyn,m.amp,False,0.033419,-0.10275,0.20012,0.332,0.06993,-0.125,0.25,0.2097,0.085034,12,4,True,lang:jp (descriptive)
emoface,brow_inner_net,clean,combined,m.amp,False,0.036752,-0.035075,0.11236,0.1685,0.14737,0.16667,0.41667,0.24231,0.20165,36,12,True,all
emoface,brow_inner_net,clean,combined,m.amp,True,0.052488,-0.013234,0.12387,0.0655,0.2364,0.27273,0.45455,0.35476,0.16887,35,12,True,excl_fail
emoface,brow_inner_net,clean,combined,m.amp,False,0.042989,-0.047355,0.13618,0.171,0.22678,0.2,0.4,0.29639,0.22664,15,5,True,lang:cn (descriptive)
emoface,brow_inner_net,clean,combined,m.amp,False,-0.01947,-0.17005,0.10102,0.593,-0.052705,0.16667,0.33333,-0.16362,0.21093,9,3,True,lang:en (descriptive)
emoface,brow_inner_net,clean,combined,m.amp,False,0.071123,-0.044019,0.24257,0.267,0.17739,0.125,0.5,0.39697,0.11279,12,4,True,lang:jp (descriptive)
emoface,brow_inner_net,clean,register,m.amp,False,-0.039662,-0.068426,-0.013432,0.9985,-0.62574,-0.5,0,-0.55574,0.17457,36,12,True,all
emoface,brow_inner_net,clean,register,m.amp,False,-0.0093655,-0.045037,0.022078,0.664,-0.21071,0,0,-0.16833,0.18794,15,5,True,lang:cn (descriptive)
emoface,brow_inner_net,clean,register,m.amp,False,-0.031522,-0.033859,-0.029037,1,-0.51667,-0.66667,0,-0.77812,0.14239,9,3,True,lang:en (descriptive)
emoface,brow_inner_net,clean,register,m.amp,False,-0.083272,-0.12738,-0.039184,1,-0.87413,-1,0,-0.82774,0.24983,12,4,True,lang:jp (descriptive)
emoface,brow_inner_net,clean,rate,m.amp,False,0.5266,-0.075929,1.138,0.047,0.44543,,,0.42906,0.082724,24,12,True,all
emoface,brow_inner_net,clean,rate,m.amp,False,0.86509,-0.53019,2.0821,0.104,0.52223,,,0.49247,0.18277,10,5,True,lang:cn (descriptive)
emoface,brow_inner_net,clean,rate,m.amp,False,0.29419,-0.30717,1.1972,0.305,0.09759,,,0.41227,0.031845,6,3,True,lang:en (descriptive)
emoface,brow_inner_net,clean,rate,m.amp,False,0.2778,-0.16228,0.71788,0.099,0.43644,,,0.52501,0.048495,8,4,True,lang:jp (descriptive)
emoface,brow_inner_net,noise,span,m.amp,False,0.03917,-0.077696,0.16994,0.274,0.10092,0.15,0.083333,0.12747,0.19487,60,12,True,all
emoface,brow_inner_net,noise,span,m.amp,True,0.03886,-0.078609,0.17351,0.2775,0.11034,0.125,0.083333,0.12485,0.19487,58,12,True,excl_fail
emoface,brow_inner_net,noise,span,m.amp,False,0.00054307,-0.13255,0.14313,0.436,-0.08,4.4409e-17,0,0.0020444,0.28756,25,5,True,lang:cn (descriptive)
emoface,brow_inner_net,noise,span,m.amp,False,0.017536,-0.0048605,0.062805,0.135,0.10714,0.2,0,0.16242,0.081742,15,3,True,lang:en (descriptive)
emoface,brow_inner_net,noise,span,m.amp,False,0.095605,-0.2129,0.45238,0.33,0.25113,0.3,0.25,0.22282,0.3195,20,4,True,lang:jp (descriptive)
emoface,brow_inner_net,noise,span_pyin,m.amp,False,0.029955,-0.07377,0.17021,0.1825,0.13976,0.18333,0.083333,0.13293,0.19487,60,12,True,all
emoface,brow_inner_net,noise,span_pyin,m.amp,True,0.029615,-0.077452,0.17466,0.1895,0.13322,0.125,0.083333,0.1306,0.19487,58,12,True,excl_fail
emoface,brow_inner_net,noise,span_pyin,m.amp,False,0.0090309,-0.15466,0.18607,0.451,0.024615,4.4409e-17,0,0.027932,0.28756,25,5,True,lang:cn (descriptive)
emoface,brow_inner_net,noise,span_pyin,m.amp,False,0.01787,-0.0041539,0.019281,0.033,0.28571,0.33333,0,0.35159,0.081742,15,3,True,lang:en (descriptive)
emoface,brow_inner_net,noise,span_pyin,m.amp,False,0.08909,-0.21083,0.45634,0.33,0.18797,0.3,0.25,0.20466,0.3195,20,4,True,lang:jp (descriptive)
emoface,brow_inner_net,noise,dyn,m.amp,False,-0.01671,-0.13818,0.094655,0.6135,-0.10761,-0.20833,0.25,-0.078152,0.074951,36,12,True,all
emoface,brow_inner_net,noise,dyn,m.amp,False,0.081724,-0.031625,0.20229,0.071,0.41786,0.3,0.4,0.50202,0.047428,15,5,True,lang:cn (descriptive)
emoface,brow_inner_net,noise,dyn,m.amp,False,-0.24749,-0.50814,-0.03897,1,-0.86667,-1,0,-0.78316,0.19934,9,3,True,lang:en (descriptive)
emoface,brow_inner_net,noise,dyn,m.amp,False,0.032454,-0.097589,0.21436,0.378,-0.048951,-0.25,0.25,0.18996,0.074951,12,4,True,lang:jp (descriptive)
emoface,brow_inner_net,noise,combined,m.amp,False,0.025769,-0.03781,0.093647,0.232,0.13755,0.16667,0.33333,0.1934,0.18491,36,12,True,all
emoface,brow_inner_net,noise,combined,m.amp,True,0.040641,-0.01699,0.1041,0.093,0.2364,0.27273,0.36364,0.31792,0.17591,35,12,True,excl_fail
emoface,brow_inner_net,noise,combined,m.amp,False,0.021178,-0.054142,0.093324,0.267,0.22678,0.3,0.4,0.18283,0.20237,15,5,True,lang:cn (descriptive)
emoface,brow_inner_net,noise,combined,m.amp,False,-0.022344,-0.16185,0.085983,0.593,-0.052705,0.16667,0.33333,-0.19679,0.18283,9,3,True,lang:en (descriptive)
emoface,brow_inner_net,noise,combined,m.amp,False,0.067593,-0.035422,0.22501,0.245,0.14783,0,0.25,0.41274,0.10558,12,4,True,lang:jp (descriptive)
emoface,brow_inner_net,noise,register,m.amp,False,-0.039956,-0.068385,-0.014524,0.999,-0.69395,-0.54167,0,-0.56531,0.1686,36,12,True,all
emoface,brow_inner_net,noise,register,m.amp,False,-0.016658,-0.048474,0.015379,0.83,-0.40714,-0.2,0,-0.30214,0.18798,15,5,True,lang:cn (descriptive)
emoface,brow_inner_net,noise,register,m.amp,False,-0.02331,-0.025018,-0.021596,1,-0.43333,-0.5,0,-0.59409,0.14741,9,3,True,lang:en (descriptive)
emoface,brow_inner_net,noise,register,m.amp,False,-0.081155,-0.12561,-0.037199,1,-0.85315,-1,0,-0.81263,0.23424,12,4,True,lang:jp (descriptive)
emoface,brow_inner_net,noise,rate,m.amp,False,0.21606,-0.38462,0.85492,0.244,0.25281,,,0.19413,0.069064,24,12,True,all
emoface,brow_inner_net,noise,rate,m.amp,False,-0.004624,-1.2264,1.4485,0.523,-0.034816,,,-0.002981,0.090532,10,5,True,lang:cn (descriptive)
emoface,brow_inner_net,noise,rate,m.amp,False,0.66516,0.29522,1.2107,0,0.87831,,,0.86048,0.052931,6,3,True,lang:en (descriptive)
emoface,brow_inner_net,noise,rate,m.amp,False,0.15509,-0.3257,0.63588,0.304,0.43644,,,0.30397,0.052048,8,4,True,lang:jp (descriptive)
emoface,brow_outer_net,clean,span,m.amp,False,-0.054178,-0.16192,0.065833,0.823,-0.12315,-0.05,0,-0.15597,0.30062,60,12,True,all
emoface,brow_outer_net,clean,span,m.amp,True,-0.038779,-0.15136,0.084539,0.733,-0.071026,0.025,0.083333,-0.11522,0.26892,58,12,True,excl_fail
emoface,brow_outer_net,clean,span,m.amp,False,-0.082312,-0.2451,0.21574,0.73,-0.23846,-0.14,0,-0.19409,0.41716,25,5,True,lang:cn (descriptive)
emoface,brow_outer_net,clean,span,m.amp,False,0.0091184,-0.092814,0.15775,0.389,0.053571,0.23333,0,0.037934,0.18858,15,3,True,lang:en (descriptive)
emoface,brow_outer_net,clean,span,m.amp,False,-0.075494,-0.29634,0.12757,0.725,-0.15489,-0.15,0,-0.22764,0.31568,20,4,True,lang:jp (descriptive)
emoface,brow_outer_net,clean,span_pyin,m.amp,False,-0.0071915,-0.18321,0.047807,0.5945,-0.11709,-0.10833,0,-0.028232,0.30062,60,12,True,all
emoface,brow_outer_net,clean,span_pyin,m.amp,True,0.001399,-0.16464,0.057967,0.4925,-0.057615,0.025,0.083333,0.0057054,0.26892,58,12,True,excl_fail
emoface,brow_outer_net,clean,span_pyin,m.amp,False,-0.069543,-0.31955,0.22747,0.725,-0.17,-0.14,0,-0.13472,0.41716,25,5,True,lang:cn (descriptive)
emoface,brow_outer_net,clean,span_pyin,m.amp,False,0.023687,-0.33444,0.037613,0.277,0.067857,-3.7007e-17,0,0.20933,0.18858,15,3,True,lang:en (descriptive)
emoface,brow_outer_net,clean,span_pyin,m.amp,False,-0.076305,-0.29954,0.12701,0.725,-0.20902,-0.15,0,-0.22677,0.31568,20,4,True,lang:jp (descriptive)
emoface,brow_outer_net,clean,dyn,m.amp,False,0.0086448,-0.096601,0.13069,0.4665,0.0068224,-0.083333,0.33333,0.038089,0.15796,36,12,True,all
emoface,brow_outer_net,clean,dyn,m.amp,False,0.19474,0.021868,0.31237,0.004,0.74643,0.6,0.8,0.74369,0.21347,15,5,True,lang:cn (descriptive)
emoface,brow_outer_net,clean,dyn,m.amp,False,-0.20539,-0.27208,-0.12543,1,-0.9,-0.83333,0,-0.88794,0.17608,9,3,True,lang:en (descriptive)
emoface,brow_outer_net,clean,dyn,m.amp,False,-0.067772,-0.12598,0.0060918,0.969,-0.41259,-0.375,0,-0.40474,0.096306,12,4,True,lang:jp (descriptive)
emoface,brow_outer_net,clean,combined,m.amp,False,-0.046367,-0.11109,0.017812,0.915,-0.18994,0,0.16667,-0.29584,0.24379,36,12,True,all
emoface,brow_outer_net,clean,combined,m.amp,True,-0.037212,-0.1031,0.026904,0.8505,-0.10232,0.045455,0.18182,-0.24044,0.22777,35,12,True,excl_fail
emoface,brow_outer_net,clean,combined,m.amp,False,0.014265,-0.10784,0.096308,0.31,0.35907,0.5,0.4,0.087938,0.24053,15,5,True,lang:cn (descriptive)
emoface,brow_outer_net,clean,combined,m.amp,False,-0.050918,-0.13365,0.004982,0.962,-0.57975,-0.33333,0,-0.54457,0.048552,9,3,True,lang:en (descriptive)
emoface,brow_outer_net,clean,combined,m.amp,False,-0.11874,-0.20925,-0.027088,0.998,-0.59131,-0.375,0,-0.64166,0.29601,12,4,True,lang:jp (descriptive)
emoface,brow_outer_net,clean,register,m.amp,False,-0.029379,-0.049417,-0.0090103,0.998,-0.52124,-0.41667,0.083333,-0.39671,0.19623,36,12,True,all
emoface,brow_outer_net,clean,register,m.amp,False,-0.030084,-0.065877,0.010209,0.909,-0.46786,-0.4,0,-0.34903,0.23707,15,5,True,lang:cn (descriptive)
emoface,brow_outer_net,clean,register,m.amp,False,-0.0061567,-0.02618,0.024344,0.718,-0.16667,0,0.33333,-0.09648,0.15715,9,3,True,lang:en (descriptive)
emoface,brow_outer_net,clean,register,m.amp,False,-0.045641,-0.072835,-0.024546,1,-0.74126,-0.75,0,-0.71166,0.19432,12,4,True,lang:jp (descriptive)
emoface,brow_outer_net,clean,rate,m.amp,False,-0.10404,-1.0427,0.75128,0.5755,0.012039,,,-0.066127,0.091499,24,12,True,all
emoface,brow_outer_net,clean,rate,m.amp,False,0.66468,-0.76573,1.8489,0.155,0.38297,,,0.391,0.20202,10,5,True,lang:cn (descriptive)
emoface,brow_outer_net,clean,rate,m.amp,False,-0.94753,-3.3195,0.659,0.728,-0.29277,,,-0.48424,0.0719,6,3,True,lang:en (descriptive)
emoface,brow_outer_net,clean,rate,m.amp,False,-0.43233,-1.2581,0.39346,0.802,-0.43644,,,-0.44529,0.075005,8,4,True,lang:jp (descriptive)
emoface,brow_outer_net,noise,span,m.amp,False,-0.056012,-0.16479,0.064285,0.8245,-0.13281,-0.025,0,-0.16671,0.30599,60,12,True,all
emoface,brow_outer_net,noise,span,m.amp,True,-0.039581,-0.15068,0.084573,0.7345,-0.085669,0.05,0.083333,-0.1232,0.25295,58,12,True,excl_fail
emoface,brow_outer_net,noise,span,m.amp,False,-0.091018,-0.25548,0.20753,0.779,-0.26692,-0.18,0,-0.22796,0.38919,25,5,True,lang:cn (descriptive)
emoface,brow_outer_net,noise,span,m.amp,False,0.0021422,-0.11949,0.15129,0.356,0.025,0.23333,0,0.0088704,0.16274,15,3,True,lang:en (descriptive)
emoface,brow_outer_net,noise,span,m.amp,False,-0.066266,-0.27866,0.12902,0.71,-0.076692,-0.025,0,-0.20113,0.30599,20,4,True,lang:jp (descriptive)
emoface,brow_outer_net,noise,span_pyin,m.amp,False,-0.0073583,-0.1861,0.048107,0.598,-0.11892,-0.083333,0,-0.029865,0.30599,60,12,True,all
emoface,brow_outer_net,noise,span_pyin,m.amp,True,0.0017184,-0.16039,0.057278,0.4895,-0.061368,0.05,0.083333,0.0073416,0.25295,58,12,True,excl_fail
emoface,brow_outer_net,noise,span_pyin,m.amp,False,-0.07712,-0.32069,0.2207,0.721,-0.18077,-0.18,0,-0.15869,0.38919,25,5,True,lang:cn (descriptive)
emoface,brow_outer_net,noise,span_pyin,m.amp,False,0.022283,-0.38282,0.036835,0.244,0.060714,-3.7007e-17,0,0.196,0.16274,15,3,True,lang:en (descriptive)
emoface,brow_outer_net,noise,span_pyin,m.amp,False,-0.066687,-0.2812,0.12868,0.71,-0.13233,-0.025,0,-0.19949,0.30599,20,4,True,lang:jp (descriptive)
emoface,brow_outer_net,noise,dyn,m.amp,False,0.0090279,-0.10217,0.13548,0.466,-0.010169,-0.083333,0.33333,0.039294,0.13534,36,12,True,all
emoface,brow_outer_net,noise,dyn,m.amp,False,0.20672,0.042877,0.35202,0.004,0.74643,0.6,0.8,0.75064,0.20827,15,5,True,lang:cn (descriptive)
emoface,brow_outer_net,noise,dyn,m.amp,False,-0.20411,-0.30021,-0.125,1,-0.9,-0.83333,0,-0.85904,0.15138,9,3,True,lang:en (descriptive)
emoface,brow_outer_net,noise,dyn,m.amp,False,-0.082993,-0.13375,-0.028695,0.998,-0.3986,-0.375,0,-0.5821,0.096694,12,4,True,lang:jp (descriptive)
emoface,brow_outer_net,noise,combined,m.amp,False,-0.04892,-0.11025,0.010081,0.945,-0.21287,-0.20833,0.083333,-0.32754,0.18732,36,12,True,all
emoface,brow_outer_net,noise,combined,m.amp,True,-0.039294,-0.10317,0.017979,0.893,-0.12349,-0.13636,0.090909,-0.26922,0.17666,35,12,True,excl_fail
emoface,brow_outer_net,noise,combined,m.amp,False,-0.004376,-0.11761,0.066368,0.509,0.094491,0.1,0,-0.029295,0.19545,15,5,True,lang:cn (descriptive)
emoface,brow_outer_net,noise,combined,m.amp,False,-0.050312,-0.14617,-0.0017557,1,-0.52705,-0.66667,0,-0.51727,0.032985,9,3,True,lang:en (descriptive)
emoface,brow_outer_net,noise,combined,m.amp,False,-0.10355,-0.20905,0.0019393,0.961,-0.50262,-0.25,0.25,-0.57949,0.24582,12,4,True,lang:jp (descriptive)
emoface,brow_outer_net,noise,register,m.amp,False,-0.02408,-0.043439,-0.0041181,0.993,-0.42548,-0.33333,0.083333,-0.33299,0.18551,36,12,True,all
emoface,brow_outer_net,noise,register,m.amp,False,-0.021138,-0.055566,0.019619,0.843,-0.28929,-0.2,0,-0.24496,0.25699,15,5,True,lang:cn (descriptive)
emoface,brow_outer_net,noise,register,m.amp,False,-0.0075403,-0.026248,0.02061,0.718,-0.23333,0,0.33333,-0.12281,0.17717,9,3,True,lang:en (descriptive)
emoface,brow_outer_net,noise,register,m.amp,False,-0.039938,-0.068461,-0.01843,1,-0.72028,-0.75,0,-0.66969,0.18551,12,4,True,lang:jp (descriptive)
emoface,brow_outer_net,noise,rate,m.amp,False,-0.1095,-1.0573,0.74171,0.577,-0.036116,,,-0.069581,0.085486,24,12,True,all
emoface,brow_outer_net,noise,rate,m.amp,False,0.50744,-1.1183,1.8493,0.253,0.24371,,,0.27302,0.21829,10,5,True,lang:cn (descriptive)
emoface,brow_outer_net,noise,rate,m.amp,False,-0.90413,-2.905,0.581,0.84,-0.29277,,,-0.52412,0.063126,6,3,True,lang:en (descriptive)
emoface,brow_outer_net,noise,rate,m.amp,False,-0.28469,-1.1598,0.59039,0.696,-0.43644,,,-0.30356,0.078086,8,4,True,lang:jp (descriptive)
emotalk,brow_mean,clean,span,m.amp,False,0.080499,-0.045136,0.23872,0.1475,0.16443,0.15,0.083333,0.23793,0.1788,60,12,True,all
emotalk,brow_mean,clean,span,m.amp,True,0.084738,-0.04495,0.24532,0.14,0.18416,0.15,0.083333,0.24727,0.1788,58,12,True,excl_fail
emotalk,brow_mean,clean,span,m.amp,False,0.16405,-0.18064,0.50085,0.277,0.26846,0.16,0.2,0.32977,0.21928,25,5,True,lang:cn (descriptive)
emotalk,brow_mean,clean,span,m.amp,False,0.010479,-0.065036,0.065971,0.376,0.28929,0.1,0,0.10489,0.076822,15,3,True,lang:en (descriptive)
emotalk,brow_mean,clean,span,m.amp,False,0.050667,-0.020293,0.12351,0.058,0.10376,0.175,0,0.20436,0.18022,20,4,True,lang:jp (descriptive)
emotalk,brow_mean,clean,span,m.vel_rms,False,0.098646,-0.041768,0.27032,0.108,0.19405,0.066667,0.083333,0.2948,0.20474,60,12,True,all
emotalk,brow_mean,clean,span,m.vel_rms,True,0.1014,-0.042999,0.27674,0.108,0.20988,0.1,0.083333,0.29898,0.20474,58,12,True,excl_fail
emotalk,brow_mean,clean,span,m.event_rate,False,0.0048669,-0.16203,0.18082,0.5085,-0.027799,-0.13012,0,0.012474,0.1579,60,12,False,all
emotalk,brow_mean,clean,span,m.event_rate,True,0.0050001,-0.17515,0.1814,0.5085,-0.019684,-0.14067,0,0.012644,0.1579,58,12,False,excl_fail
emotalk,brow_mean,clean,span_pyin,m.amp,False,0.044054,-0.018839,0.19292,0.0625,0.19244,0.175,0.083333,0.17756,0.1788,60,12,True,all
emotalk,brow_mean,clean,span_pyin,m.amp,True,0.045741,-0.016533,0.20471,0.0575,0.20108,0.15,0.083333,0.1832,0.1788,58,12,True,excl_fail
emotalk,brow_mean,clean,span_pyin,m.amp,False,0.15505,-0.19898,0.6305,0.261,0.22077,0.16,0.2,0.25607,0.21928,25,5,True,lang:cn (descriptive)
emotalk,brow_mean,clean,span_pyin,m.amp,False,0.021646,-0.094111,0.077384,0.142,0.45,0.2,0,0.46027,0.076822,15,3,True,lang:en (descriptive)
emotalk,brow_mean,clean,span_pyin,m.amp,False,0.047663,-0.023588,0.12179,0.058,0.11729,0.175,0,0.18949,0.18022,20,4,True,lang:jp (descriptive)
emotalk,brow_mean,clean,span_pyin,m.vel_rms,False,0.059521,-0.011666,0.22185,0.0365,0.23784,0.091667,0.083333,0.24256,0.20474,60,12,True,all
emotalk,brow_mean,clean,span_pyin,m.vel_rms,True,0.060369,-0.012049,0.23444,0.0365,0.24968,0.1,0.083333,0.24432,0.20474,58,12,True,excl_fail
emotalk,brow_mean,clean,span_pyin,m.event_rate,False,0.0044446,-0.10847,0.13188,0.469,-8.3733e-05,-0.085396,0,0.015534,0.1579,60,12,False,all
emotalk,brow_mean,clean,span_pyin,m.event_rate,True,0.0045067,-0.11468,0.13709,0.469,-0.01269,-0.14067,0,0.015642,0.1579,58,12,False,excl_fail
emotalk,brow_mean,clean,dyn,m.amp,False,-0.11307,-0.40715,0.16405,0.7685,-0.05754,-0.20833,0.33333,-0.21071,0.36588,36,12,True,all
