participant,listener_group,in_primary,block,trial_index,is_practice,is_catch,revision,stimulus_file,stim_language,voice_id,voice_emotion,presentation,cue_manip,voice_arm,widget,n_afc,chosen_side,response_emotion,intensity,naturalness,confidence,rt_ms,n_replays,focus_lost,focus_hidden,correct,catch_correct
P01,cn,1,single,0,0,0,0,v6_single_7b8afe562a_2.mp4,en,rav06,ang,AV,,,buttons,7,,ang,7,5,,3674,0,0,0,1,
P01,cn,1,single,1,0,0,0,v6_single_76ee15a092_1.mp4,en,rav04,hap,AV,,,buttons,7,,hap,6,3,,1107,1,0,0,1,
P01,cn,1,single,2,0,0,0,v6_single_802ffa53c5_3.mp4,en,rav20,fear,AV,,,buttons,7,,fear,5,4,,7167,0,0,0,1,
P01,cn,1,single,3,0,0,0,v6_single_24bf624e7d_1.mp4,en,rav16,hap,AV,,,buttons,7,,hap,5,3,,3256,0,0,0,1,
P01,cn,1,single,4,0,0,0,v6_single_739783e84d_3.mp4,en,rav10,fear,AV,,,buttons,7,,sad,3,5,,2721,0,0,0,0,
P01,cn,1,single,5,0,0,0,v6_single_a721e1869f_2.mp4,en,rav18,dis,AV,,,buttons,7,,neu,,4,,1712,1,0,0,0,
P01,cn,1,practice,6,1,0,0,v6_practice_cd0abf6ffd_2.mp4,en,rav22,ang,AV_pair,L:H|R:E,practice:H_vs_E@strong,buttons,7,right,R2,,,,2268,2,0,0,,
P01,cn,1,practice,7,1,0,0,v6_practice_85af89ed95_1.mp4,en,rav10,hap,AV_pair,L:E|R:H,practice:H_vs_E@strong,buttons,7,right,R1,,,,2884,1,0,0,,
P01,cn,1,pair,8,0,0,0,v6_pair_0a26430948_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R2,,,,761,1,0,0,,
P01,cn,1,pair,9,0,0,0,v6_pair_6f570415b8_1.mp4,en,rav12,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,470,1,0,0,,
P01,cn,1,pair,10,0,0,0,v6_pair_7ef69736a7_2.mp4,en,rav18,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R2,,,,947,0,0,0,,
P01,cn,1,pair,11,0,0,0,v6_pair_1fc4717f31_2.mp4,en,rav16,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R3,,,,635,0,0,0,,
P01,cn,1,pair,12,0,0,0,v6_pair_0c8482b715_2.mp4,en,rav02,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,same,S0,,,,593,0,0,0,,
P01,cn,1,pair,13,0,0,0,v6_pair_a97dec2f4e_2.mp4,en,rav14,hap,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R1,,,,599,0,0,0,,
P01,cn,1,pair,14,0,0,0,v6_pair_d81bffa4be_2.mp4,en,rav02,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L1,,,,673,0,0,0,,
P01,cn,1,pair,15,0,0,0,v6_pair_0c7d060d5f_1.mp4,en,rav24,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,1690,0,0,0,,
P01,cn,1,pair,16,0,0,0,v6_pair_93629a9394_2.mp4,en,rav06,ang,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,same,S0,,,,489,0,0,0,,
P01,cn,1,pair,17,0,0,0,v6_pair_7697f115bc_2.mp4,en,rav12,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L2,,,,1281,1,0,0,,
P01,cn,1,pair,18,0,0,0,v6_pair_33e30e2c1d_1.mp4,en,rav02,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L1,,,,1247,1,0,0,,
P01,cn,1,pair,19,0,0,0,v6_pair_8073668068_2.mp4,en,rav02,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,same,S0,,,,970,0,0,0,,
P01,cn,1,pair,20,0,0,0,v6_pair_3961b3142e_2.mp4,en,rav20,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,same,S0,,,,840,1,0,0,,
P01,cn,1,pair,21,0,0,0,v6_pair_66fc12fdc8_1.mp4,en,rav14,hap,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,892,0,0,0,,
P01,cn,1,pair,22,0,0,0,v6_pair_d3f0adc106_2.mp4,en,rav10,fear,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R2,,,,3003,0,0,0,,
P01,cn,1,pair,23,0,0,0,v6_pair_e86b22f765_1.mp4,en,rav24,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,1274,0,0,0,,
P01,cn,1,pair,24,0,0,0,v6_pair_4a472014db_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R3,,,,536,0,0,0,,
P01,cn,1,pair,25,0,0,0,v6_pair_3b7f4443aa_2.mp4,en,rav12,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R1,,,,873,0,0,0,,
P01,cn,1,pair,26,0,0,0,v6_pair_dc983160dd_1.mp4,en,rav02,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L2,,,,494,0,0,0,,
P01,cn,1,pair_catch,27,0,1,0,v6_catch_6f7a8a44b1_2.mp4,en,rav10,hap,AV_pair,L:still|R:H,correct:right,buttons,2,right,right,,,,2729,0,0,0,1,1
P01,cn,1,pair,28,0,0,0,v6_pair_5caed2de25_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R1,,,,2499,0,0,0,,
P01,cn,1,pair,29,0,0,0,v6_pair_e5c0cf4a07_1.mp4,en,rav04,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,589,0,0,0,,
P01,cn,1,pair,30,0,0,0,v6_pair_db8f08e27f_1.mp4,en,rav10,fear,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,523,1,0,0,,
P01,cn,1,pair,31,0,0,0,v6_pair_58bfd0c96b_2.mp4,en,rav24,dis,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R3,,,,1100,0,0,0,,
P01,cn,1,pair,32,0,0,0,v6_pair_5adfe6a4bd_2.mp4,en,rav20,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,same,S0,,,,1594,0,0,0,,
P01,cn,1,pair,33,0,0,0,v6_pair_69a37819e2_1.mp4,en,rav10,fear,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R1,,,,1053,0,0,0,,
P01,cn,1,pair,34,0,0,0,v6_pair_23d7c570a2_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R3,,,,815,0,0,0,,
P01,cn,1,pair,35,0,0,0,v6_pair_53e6c4770b_1.mp4,en,rav14,hap,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,719,0,0,0,,
P01,cn,1,pair,36,0,0,0,v6_pair_f5403c44bd_1.mp4,en,rav16,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,1064,0,0,0,,
P01,cn,1,pair,37,0,0,0,v6_pair_97e6c7f1ce_1.mp4,en,rav18,dis,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R2,,,,686,0,0,0,,
P01,cn,1,pair,38,0,0,0,v6_pair_417168a67a_1.mp4,en,rav20,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,2622,0,0,0,,
P01,cn,1,pair,39,0,0,0,v6_pair_87b373e751_2.mp4,en,rav16,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R1,,,,11513,0,0,0,,
P01,cn,1,pair,40,0,0,0,v6_pair_fb8e3dd060_2.mp4,en,rav08,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L1,,,,1360,1,0,0,,
P01,cn,1,pair,41,0,0,0,v6_pair_13ae59e46d_1.mp4,en,rav02,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R3,,,,597,0,0,0,,
P01,cn,1,pair,42,0,0,0,v6_pair_c38e9eb491_1.mp4,en,rav18,dis,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R2,,,,575,0,0,0,,
P01,cn,1,pair,43,0,0,0,v6_pair_faec1498b7_1.mp4,en,rav08,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,same,S0,,,,873,0,0,0,,
P01,cn,1,pair,44,0,0,0,v6_pair_c12bac8692_2.mp4,en,rav08,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,left,L2,,,,1470,0,0,0,,
P01,cn,1,pair_ml,45,0,0,0,v6_pair_ml_c3519312c6_2.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@jp,buttons,7,right,R1,,,,1104,3,0,0,,
P01,cn,1,pair_ml,46,0,0,0,v6_pair_ml_c4711cd80a_1.mp4,cn,0002_000488,ang,AV_pair,L:Lrev|R:L,L_vs_Lrev@cn,buttons,7,left,L1,,,,450,1,0,0,,
P01,cn,1,pair_ml,47,0,0,0,v6_pair_ml_1780ae57a3_1.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,same,S0,,,,518,0,0,0,,
P01,cn,1,pair_ml,48,0,0,0,v6_pair_ml_44c920798b_1.mp4,en,en_ang_short_sentence,ang,AV_pair,L:E|R:L,L_vs_E@en,buttons,7,right,R1,,,,2145,0,0,0,,
P01,cn,1,pair_ml,49,0,0,0,v6_pair_ml_4fc1e0e0d1_2.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,right,R3,,,,629,0,0,0,,
P01,cn,1,pair_ml,50,0,0,0,v6_pair_ml_e5fa8f451a_2.mp4,en,en_ang_short_sentence,ang,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,same,S0,,,,979,0,0,0,,
P01,cn,1,pair_ml,51,0,0,0,v6_pair_ml_a717ea56f4_2.mp4,cn,0002_000838,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@cn,buttons,7,right,R2,,,,591,0,0,0,,
P01,cn,1,pair_ml,52,0,0,0,v6_pair_ml_98df03baec_1.mp4,en,en_sad_short_sentence,sad,AV_pair,L:E|R:L,L_vs_E@en,buttons,7,left,L2,,,,798,0,0,0,,
P01,cn,1,pair_ml,53,0,0,0,v6_pair_ml_afa28cd8ae_1.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:E|R:L,L_vs_E@jp,buttons,7,left,L3,,,,635,0,0,0,,
P01,cn,1,pair_ml,54,0,0,0,v6_pair_ml_d6dd46665d_1.mp4,cn,0002_001188,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@cn,buttons,7,right,R1,,,,1023,0,0,0,,
P01,cn,1,pair_ml,55,0,0,0,v6_pair_ml_97c8810aa2_1.mp4,en,en_hap_short_sentence,hap,AV_pair,L:Lrev|R:L,L_vs_Lrev@en,buttons,7,right,R1,,,,1371,0,0,0,,
P01,cn,1,pair_ml,56,0,0,0,v6_pair_ml_0bc71a1be9_1.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,right,R2,,,,508,0,0,0,,
P01,cn,1,pair_ml,57,0,0,0,v6_pair_ml_d5ab099d51_2.mp4,cn,0002_001188,sad,AV_pair,L:L|R:E,L_vs_E@cn,buttons,7,right,R3,,,,230,0,0,0,,
P01,cn,1,pair_ml,58,0,0,0,v6_pair_ml_d921b78eb4_2.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,right,R1,,,,2194,1,0,0,,
P01,cn,1,pair_ml,59,0,0,0,v6_pair_ml_9b2f256f7d_1.mp4,cn,0002_000838,hap,AV_pair,L:E|R:L,L_vs_E@cn,buttons,7,left,L2,,,,907,0,0,0,,
P01,cn,1,pair_ml,60,0,0,0,v6_pair_ml_506942a631_2.mp4,en,en_sad_short_sentence,sad,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,right,R1,,,,747,0,0,0,,
P01,cn,1,pair_ml,61,0,0,0,v6_pair_ml_7e3e5bb20d_2.mp4,cn,0002_000488,ang,AV_pair,L:L|R:E,L_vs_E@cn,buttons,7,left,L1,,,,702,1,0,0,,
P01,cn,1,pair_ml,62,0,0,0,v6_pair_ml_f26827db2f_2.mp4,en,en_hap_short_sentence,hap,AV_pair,L:L|R:E,L_vs_E@en,buttons,7,right,R1,,,,617,0,0,0,,
P01,cn,1,pair_mute,63,0,0,0,v6_pair_mute_005d45f10b_1.mp4,en,rav06,ang,AV_pair,L:E|R:H,mute:H_vs_E@strong,buttons,7,right,R1,,,,462,1,0,0,,
P01,cn,1,pair_mute,64,0,0,0,v6_pair_mute_3b6fa3b207_1.mp4,en,rav16,hap,AV_pair,L:E|R:H,mute:H_vs_E@strong,buttons,7,right,R2,,,,9159,0,0,0,,
P01,cn,1,pair_mute,65,0,0,0,v6_pair_mute_30ad4160ab_2.mp4,en,rav18,dis,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,left,L2,,,,4609,0,0,0,,
P01,cn,1,pair_mute,65,0,0,1,v6_pair_mute_30ad4160ab_2.mp4,en,rav18,dis,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,right,R2,,,,2190,0,0,0,,
P01,cn,1,pair_mute,66,0,0,0,v6_pair_mute_250e7890e4_1.mp4,en,rav20,fear,AV_pair,L:E|R:H,mute:H_vs_E@strong,buttons,7,left,L2,,,,920,0,0,0,,
P01,cn,1,pair_mute,67,0,0,0,v6_pair_mute_555cc59e4b_2.mp4,en,rav10,fear,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,right,R2,,,,953,0,0,0,,
P01,cn,1,pair_mute,68,0,0,0,v6_pair_mute_39140f1f71_2.mp4,en,rav04,hap,AV_pair,L:H|R:E,mute:H_vs_E@strong,buttons,7,right,R2,,,,1218,0,0,0,,
P01,cn,1,voice_only,69,0,0,0,v6_voice_cd8f85d3b2_1.mp4,en,rav04,hap,voice_only,voice:normal,voice_check,buttons,7,,neu,,,,519,1,0,0,0,
P01,cn,1,voice_only,70,0,0,0,v6_voice_aaea5d0aab_1.mp4,en,rav12,fear,voice_only,voice:strong,voice_check,buttons,7,,fear,5,,,814,0,0,0,1,
P01,cn,1,voice_only,71,0,0,0,v6_voice_214566cf57_1.mp4,en,rav14,hap,voice_only,voice:normal,voice_check,buttons,7,,sad,2,,,1445,0,0,0,0,
P01,cn,1,voice_only,72,0,0,0,v6_voice_b0cfac7f4c_1.mp4,en,rav18,dis,voice_only,voice:strong,voice_check,buttons,7,,ang,3,,,925,0,0,0,0,
P01,cn,1,voice_only,73,0,0,0,v6_voice_7642129e05_1.mp4,en,rav12,fear,voice_only,voice:normal,voice_check,buttons,7,,neu,,,,686,1,0,0,0,
P01,cn,1,voice_only,74,0,0,0,v6_voice_08aabec890_1.mp4,en,rav06,ang,voice_only,voice:strong,voice_check,buttons,7,,ang,7,,,602,0,0,0,1,
P01,cn,1,voice_only,75,0,0,0,v6_voice_fb11565c01_1.mp4,en,rav20,fear,voice_only,voice:normal,voice_check,buttons,7,,sad,3,,,733,0,0,0,0,
P01,cn,1,voice_only,76,0,0,0,v6_voice_17e973c755_1.mp4,en,rav14,hap,voice_only,voice:strong,voice_check,buttons,7,,sad,6,,,491,0,0,0,0,
P01,cn,1,voice_only,77,0,0,0,v6_voice_50a83a8476_1.mp4,en,rav18,dis,voice_only,voice:normal,voice_check,buttons,7,,neu,,,,2345,0,0,0,0,
P01,cn,1,voice_only,78,0,0,0,v6_voice_5daeb1533f_1.mp4,en,rav04,hap,voice_only,voice:strong,voice_check,buttons,7,,hap,2,,,1280,0,0,0,1,
P01,cn,1,voice_only,79,0,0,0,v6_voice_a66c973128_1.mp4,en,rav06,ang,voice_only,voice:normal,voice_check,buttons,7,,ang,2,,,1324,0,0,0,1,
P01,cn,1,voice_only,80,0,0,0,v6_voice_70e2096718_1.mp4,en,rav20,fear,voice_only,voice:strong,voice_check,buttons,7,,ang,7,,,701,0,0,0,0,
P02,cn,1,single,0,0,0,0,v6_single_24bf624e7d_3.mp4,en,rav16,hap,AV,,,buttons,7,,hap,2,7,,6339,0,0,0,1,
P02,cn,1,single,0,0,0,1,v6_single_24bf624e7d_3.mp4,en,rav16,hap,AV,,,buttons,7,,hap,2,7,,1729,0,0,0,1,
P02,cn,1,single,1,0,0,0,v6_single_739783e84d_2.mp4,en,rav10,fear,AV,,,buttons,7,,fear,2,7,,1497,0,0,0,1,
P02,cn,1,single,2,0,0,0,v6_single_7b8afe562a_1.mp4,en,rav06,ang,AV,,,buttons,7,,ang,4,5,,1940,0,0,0,1,
P02,cn,1,single,3,0,0,0,v6_single_76ee15a092_3.mp4,en,rav04,hap,AV,,,buttons,7,,hap,4,7,,1411,0,0,0,1,
P02,cn,1,single,4,0,0,0,v6_single_802ffa53c5_2.mp4,en,rav20,fear,AV,,,buttons,7,,fear,5,7,,1248,0,0,0,1,
P02,cn,1,single,5,0,0,0,v6_single_a721e1869f_1.mp4,en,rav18,dis,AV,,,buttons,7,,sur,3,7,,787,0,0,0,0,
P02,cn,1,practice,6,1,0,0,v6_practice_cd0abf6ffd_1.mp4,en,rav22,ang,AV_pair,L:E|R:H,practice:H_vs_E@strong,buttons,7,left,L2,,,,2847,0,0,0,,
P02,cn,1,practice,7,1,0,0,v6_practice_85af89ed95_2.mp4,en,rav10,hap,AV_pair,L:H|R:E,practice:H_vs_E@strong,buttons,7,right,R2,,,,958,1,0,0,,
P02,cn,1,pair,8,0,0,0,v6_pair_e86b22f765_2.mp4,en,rav24,dis,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R1,,,,811,1,0,0,,
P02,cn,1,pair,9,0,0,0,v6_pair_c12bac8692_1.mp4,en,rav08,ang,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L2,,,,789,0,0,0,,
P02,cn,1,pair,10,0,0,0,v6_pair_fb8e3dd060_1.mp4,en,rav08,ang,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L1,,,,1146,1,0,0,,
P02,cn,1,pair,11,0,0,0,v6_pair_53e6c4770b_2.mp4,en,rav14,hap,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R1,,,,833,0,0,0,,
P02,cn,1,pair,12,0,0,0,v6_pair_0c8482b715_1.mp4,en,rav02,ang,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,same,S0,,,,805,1,0,0,,
P02,cn,1,pair,13,0,0,0,v6_pair_faec1498b7_2.mp4,en,rav08,ang,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R1,,,,792,0,0,0,,
P02,cn,1,pair,14,0,0,0,v6_pair_f5403c44bd_2.mp4,en,rav16,hap,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R1,,,,802,1,0,0,,
P02,cn,1,pair,15,0,0,0,v6_pair_dc983160dd_2.mp4,en,rav02,ang,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L1,,,,1120,0,0,0,,
P02,cn,1,pair,16,0,0,0,v6_pair_c38e9eb491_2.mp4,en,rav18,dis,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R2,,,,742,0,0,0,,
P02,cn,1,pair,17,0,0,0,v6_pair_93629a9394_1.mp4,en,rav06,ang,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L1,,,,910,1,0,0,,
P02,cn,1,pair,18,0,0,0,v6_pair_0a26430948_1.mp4,en,rav04,hap,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,right,R1,,,,647,0,0,0,,
P02,cn,1,pair,19,0,0,0,v6_pair_417168a67a_2.mp4,en,rav20,fear,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,same,S0,,,,996,0,0,0,,
P02,cn,1,pair,20,0,0,0,v6_pair_58bfd0c96b_1.mp4,en,rav24,dis,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L1,,,,644,0,0,0,,
P02,cn,1,pair,21,0,0,0,v6_pair_a97dec2f4e_1.mp4,en,rav14,hap,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,518,0,0,0,,
P02,cn,1,pair,22,0,0,0,v6_pair_6f570415b8_2.mp4,en,rav12,fear,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,right,R1,,,,1044,0,0,0,,
P02,cn,1,pair,23,0,0,0,v6_pair_5caed2de25_2.mp4,en,rav06,ang,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R2,,,,744,0,0,0,,
P02,cn,1,pair,24,0,0,0,v6_pair_3961b3142e_1.mp4,en,rav20,fear,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,right,R1,,,,2323,0,0,0,,
P02,cn,1,pair,25,0,0,0,v6_pair_87b373e751_1.mp4,en,rav16,hap,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,869,0,0,0,,
P02,cn,1,pair,26,0,0,0,v6_pair_5adfe6a4bd_1.mp4,en,rav20,fear,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,same,S0,,,,660,1,0,0,,
P02,cn,1,pair,27,0,0,0,v6_pair_13ae59e46d_2.mp4,en,rav02,dis,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R2,,,,962,0,0,0,,
P02,cn,1,pair,28,0,0,0,v6_pair_1fc4717f31_1.mp4,en,rav16,hap,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L1,,,,725,1,0,0,,
P02,cn,1,pair,29,0,0,0,v6_pair_8073668068_1.mp4,en,rav02,dis,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L1,,,,586,0,0,0,,
P02,cn,1,pair,30,0,0,0,v6_pair_23d7c570a2_1.mp4,en,rav04,hap,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,810,0,0,0,,
P02,cn,1,pair,31,0,0,0,v6_pair_33e30e2c1d_2.mp4,en,rav02,dis,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,same,S0,,,,1159,0,0,0,,
P02,cn,1,pair,32,0,0,0,v6_pair_d3f0adc106_1.mp4,en,rav10,fear,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,right,R1,,,,1091,0,0,0,,
P02,cn,1,pair,33,0,0,0,v6_pair_7697f115bc_1.mp4,en,rav12,fear,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,617,0,0,0,,
P02,cn,1,pair,34,0,0,0,v6_pair_e5c0cf4a07_2.mp4,en,rav04,hap,AV_pair,L:H|R:R,H_vs_R@strong,buttons,7,left,L1,,,,444,0,0,0,,
P02,cn,1,pair,35,0,0,0,v6_pair_db8f08e27f_2.mp4,en,rav10,fear,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,same,S0,,,,555,0,0,0,,
P02,cn,1,pair_catch,36,0,1,0,v6_catch_6f7a8a44b1_1.mp4,en,rav10,hap,AV_pair,L:H|R:still,correct:left,buttons,2,left,left,,,,2878,0,0,0,1,1
P02,cn,1,pair,37,0,0,0,v6_pair_3b7f4443aa_1.mp4,en,rav12,fear,AV_pair,L:E|R:H,H_vs_E@normal,buttons,7,left,L1,,,,608,0,0,0,,
P02,cn,1,pair,38,0,0,0,v6_pair_7ef69736a7_1.mp4,en,rav18,dis,AV_pair,L:R|R:H,H_vs_R@strong,buttons,7,left,L2,,,,597,0,0,0,,
P02,cn,1,pair,39,0,0,0,v6_pair_d81bffa4be_1.mp4,en,rav02,ang,AV_pair,L:E|R:H,H_vs_E@strong,buttons,7,left,L1,,,,745,0,0,0,,
P02,cn,1,pair,40,0,0,0,v6_pair_4a472014db_2.mp4,en,rav06,ang,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,same,S0,,,,1032,0,0,0,,
P02,cn,1,pair,41,0,0,0,v6_pair_66fc12fdc8_2.mp4,en,rav14,hap,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,left,L2,,,,614,0,0,0,,
P02,cn,1,pair,42,0,0,0,v6_pair_69a37819e2_2.mp4,en,rav10,fear,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R2,,,,589,0,0,0,,
P02,cn,1,pair,43,0,0,0,v6_pair_97e6c7f1ce_2.mp4,en,rav18,dis,AV_pair,L:H|R:E,H_vs_E@normal,buttons,7,right,R3,,,,449,0,0,0,,
P02,cn,1,pair,44,0,0,0,v6_pair_0c7d060d5f_2.mp4,en,rav24,dis,AV_pair,L:H|R:E,H_vs_E@strong,buttons,7,right,R2,,,,565,0,0,0,,
P02,cn,1,pair_ml,45,0,0,0,v6_pair_ml_9b2f256f7d_2.mp4,cn,0002_000838,hap,AV_pair,L:L|R:E,L_vs_E@cn,buttons,7,right,R1,,,,1354,0,0,0,,
P02,cn,1,pair_ml,46,0,0,0,v6_pair_ml_d921b78eb4_1.mp4,jp,jp_ang_short_sentence,ang,AV_pair,L:E|R:L,L_vs_E@jp,buttons,7,same,S0,,,,1111,0,0,0,,
P02,cn,1,pair_ml,47,0,0,0,v6_pair_ml_98df03baec_2.mp4,en,en_sad_short_sentence,sad,AV_pair,L:L|R:E,L_vs_E@en,buttons,7,right,R1,,,,1030,0,0,0,,
P02,cn,1,pair_ml,48,0,0,0,v6_pair_ml_c4711cd80a_2.mp4,cn,0002_000488,ang,AV_pair,L:L|R:Lrev,L_vs_Lrev@cn,buttons,7,right,R1,,,,746,0,0,0,,
P02,cn,1,pair_ml,49,0,0,0,v6_pair_ml_afa28cd8ae_2.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:L|R:E,L_vs_E@jp,buttons,7,right,R2,,,,1323,1,0,0,,
P02,cn,1,pair_ml,50,0,0,0,v6_pair_ml_506942a631_1.mp4,en,en_sad_short_sentence,sad,AV_pair,L:Lrev|R:L,L_vs_Lrev@en,buttons,7,right,R1,,,,1117,0,0,0,,
P02,cn,1,pair_ml,51,0,0,0,v6_pair_ml_7e3e5bb20d_1.mp4,cn,0002_000488,ang,AV_pair,L:E|R:L,L_vs_E@cn,buttons,7,left,L2,,,,780,0,0,0,,
P02,cn,1,pair_ml,52,0,0,0,v6_pair_ml_4fc1e0e0d1_1.mp4,jp,jp_sad_short_sentence,sad,AV_pair,L:E|R:L,L_vs_E@jp,buttons,7,left,L1,,,,611,0,0,0,,
P02,cn,1,pair_ml,53,0,0,0,v6_pair_ml_97c8810aa2_2.mp4,en,en_hap_short_sentence,hap,AV_pair,L:L|R:Lrev,L_vs_Lrev@en,buttons,7,left,L1,,,,547,0,0,0,,
P02,cn,1,pair_ml,54,0,0,0,v6_pair_ml_d5ab099d51_1.mp4,cn,0002_001188,sad,AV_pair,L:E|R:L,L_vs_E@cn,buttons,7,left,L1,,,,643,0,0,0,,
P02,cn,1,pair_ml,55,0,0,0,v6_pair_ml_e5fa8f451a_1.mp4,en,en_ang_short_sentence,ang,AV_pair,L:Lrev|R:L,L_vs_Lrev@en,buttons,7,right,R1,,,,1285,0,0,0,,
P02,cn,1,pair_ml,56,0,0,0,v6_pair_ml_d6dd46665d_2.mp4,cn,0002_001188,sad,AV_pair,L:L|R:Lrev,L_vs_Lrev@cn,buttons,7,left,L1,,,,590,0,0,0,,
P02,cn,1,pair_ml,57,0,0,0,v6_pair_ml_c3519312c6_1.mp4,jp,jp_hap_short_sentence,hap,AV_pair,L:Lrev|R:L,L_vs_Lrev@jp,buttons,7,right,R2,,,,575,0,0,0,,
